,Danceability,Key,Loudness,Speechiness,Instrumentalness,Liveness,Valence,Tempo
1960,0.835,7,-6.502,0.333,0.0,0.449,0.753,76.723
1961,0.57,1,-8.32,0.0314,0.455,0.0905,0.437,115.041
1962,0.55,7,-8.592,0.0296,0.821,0.0872,0.346,139.577
1963,0.619,0,-4.709,0.0307,0.145,0.0718,0.501,176.173
1964,0.54,6,-13.56,0.0342,0.0,0.131,0.588,123.051
1965,0.507,1,-5.987,0.0411,0.237,0.372,0.566,98.096
1966,0.657,4,-8.572,0.0378,0.0,0.0796,0.778,143.202
1967,0.595,2,-10.037,0.0694,0.0813,0.94,0.884,155.77
1968,0.678,5,-8.28,0.037,0.0,0.113,0.87,124.496
1969,0.368,2,-15.746,0.0415,0.787,0.158,0.143,80.734
1970,0.373,2,-9.055,0.0296,0.000827,0.0905,0.34,98.7
1971,0.579,1,-5.7,0.0323,0.000535,0.0917,0.789,174.057
1972,0.158,9,-20.408,0.0317,0.299,0.0517,0.177,75.156
1973,0.214,4,-5.053,0.0507,0.00352,0.238,0.483,170.616
1974,0.327,2,-12.133,0.0501,0.0,0.0549,0.637,177.417
1975,0.657,11,-4.718,0.0297,0.153,0.0525,0.523,123.017
1976,0.793,8,-11.293,0.0569,0.00176,0.0662,0.83,115.995
1977,0.945,4,-15.642,0.187,7.9e-05,0.0722,0.803,117.575
1978,0.476,5,-15.101,0.0376,0.807,0.451,0.346,104.551
1979,0.519,0,-5.34,0.0483,2.85e-06,0.282,0.71,137.733
1980,0.623,6,-14.58,0.05,0.0,0.1,0.899,99.167
1981,0.606,0,-7.168,0.0291,7.16e-06,0.125,0.584,105.813
1982,0.322,9,-6.925,0.205,0.219,0.0671,0.257,161.79
1983,0.794,9,-6.491,0.0319,0.0107,0.0371,0.963,119.813
1984,0.75,1,-9.968,0.0384,6.54e-05,0.404,0.828,101.475
1985,0.598,9,-6.742,0.0397,0.157,0.257,0.533,123.075
1986,0.422,0,-9.866,0.0282,0.0,0.108,0.53,134.587
1987,0.53,11,-3.863,0.0844,0.856,0.394,0.487,169.778
1988,0.299,2,-7.942,0.0649,2.46e-06,0.0827,0.604,156.193
1989,0.629,8,-0.276,0.0455,0.0,0.122,0.905,150.01
1990,0.456,7,-11.748,0.0798,0.798,0.0993,0.675,167.568
1991,0.577,2,-8.036,0.0476,3.09e-06,0.684,0.299,134.058
1992,0.217,2,-4.103,0.0752,0.00011,0.222,0.236,96.95
1993,0.421,1,-15.54,0.039,0.0,0.114,0.185,88.223
1994,0.928,6,-6.923,0.0503,0.00397,0.122,0.28,128.031
1995,0.569,5,-12.512,0.03,0.00052,0.128,0.241,86.634
1996,0.269,11,-10.189,0.0305,0.0,0.384,0.333,81.709
1997,0.486,10,-10.125,0.0269,0.111,0.103,0.0378,152.034
1998,0.581,0,-12.977,0.0645,0.932,0.111,0.876,94.048
1999,0.463,1,-5.111,0.0304,3.92e-06,0.126,0.335,173.854
2000,0.61,8,-8.323,0.0666,7.92e-06,0.285,0.454,100.057
2001,0.686,10,-5.747,0.0604,0.000849,0.0979,0.851,100.222
2002,0.34,3,-13.474,0.04,0.0,0.0684,0.281,172.22
2003,0.7,5,-7.355,0.237,2.93e-05,0.0666,0.766,171.37
2004,0.741,11,-13.558,0.0731,0.559,0.071,0.492,131.944
2005,0.967,7,-5.562,0.0789,0.0,0.0519,0.964,117.0
2006,0.167,6,-9.542,0.03,6.35e-05,0.119,0.0828,171.254
2007,0.536,2,-6.247,0.0667,8.92e-05,0.214,0.353,121.977
2008,0.612,9,-12.821,0.033,7.86e-05,0.115,0.223,122.565
2009,0.611,2,-5.213,0.353,0.0,0.125,0.52,98.252
2010,0.725,0,-17.714,0.0387,0.326,0.214,0.688,110.438
2011,0.284,9,-13.109,0.037,0.00335,0.236,0.158,76.47
2012,0.656,10,-7.286,0.182,0.0,0.248,0.494,170.525
2013,0.41,5,-6.631,0.0602,0.0,0.0894,0.618,67.344
2014,0.797,9,-10.789,0.0664,0.0,0.104,0.75,113.204
2015,0.707,9,-7.24,0.216,0.0,0.0539,0.688,145.422
2016,0.622,9,-6.367,0.0445,0.000133,0.127,0.905,141.324
2017,0.518,7,-1.904,0.0626,0.000221,0.0425,0.789,143.988
2018,0.303,9,-18.231,0.107,0.139,0.975,0.704,116.92
2019,0.542,0,-11.752,0.035,0.00311,0.0658,0.687,155.601
2020,0.204,11,-4.214,0.0528,0.837,0.201,0.388,168.146
2021,0.486,6,-9.52,0.0334,1.54e-06,0.416,0.896,89.574
2022,0.699,11,-6.249,0.0261,9.32e-05,0.0291,0.907,91.398
2023,0.26,7,-5.093,0.033,0.0,0.114,0.222,93.726
2024,0.801,11,-14.334,0.224,0.183,0.204,0.667,141.068
2025,0.374,9,-11.638,0.0345,1.55e-06,0.107,0.361,85.567
2026,0.552,7,-6.373,0.0796,3.1e-06,0.0511,0.698,136.92
2027,0.949,0,-4.509,0.274,1.82e-06,0.494,0.871,129.046
2028,0.431,5,-11.832,0.0324,0.543,0.11,0.822,120.264
2029,0.305,9,-4.892,0.0999,0.000134,0.0995,0.555,134.287
2030,0.602,5,-11.849,0.0311,0.0,0.0965,0.641,117.668
2031,0.417,4,-11.689,0.062,1.31e-05,0.0897,0.498,134.917
2032,0.326,2,-4.987,0.139,0.843,0.109,0.0679,107.613
2033,0.639,11,-5.013,0.0371,7.06e-05,0.174,0.96,135.938
2034,0.54,2,-13.61,0.0309,0.00553,0.134,0.374,114.732
2035,0.505,3,-6.927,0.0352,0.0,0.11,0.973,156.044
2036,0.503,8,-13.25,0.27,1.24e-05,0.341,0.681,111.264
2037,0.781,1,-4.981,0.0621,1.94e-06,0.257,0.395,102.99
2038,0.669,4,-9.412,0.05,0.931,0.0943,0.515,125.881
2039,0.382,9,-6.677,0.0861,0.0,0.196,0.826,207.265
2040,0.762,9,-6.021,0.0694,1.56e-05,0.153,0.608,116.073
2041,0.493,5,-16.332,0.0301,0.0192,0.118,0.426,81.529
2042,0.307,9,-7.08,0.0574,0.0336,0.125,0.443,173.674
2043,0.799,0,-8.208,0.0395,0.0,0.0338,0.831,116.083
2044,0.389,9,-9.342,0.0316,5.09e-05,0.255,0.566,148.117
2045,0.687,8,-5.784,0.0449,0.732,0.0792,0.402,120.958
2046,0.445,0,-8.962,0.0341,0.0,0.0684,0.18,131.61
2047,0.865,5,-9.046,0.143,0.000919,0.0833,0.829,90.081
2048,0.76,0,-5.528,0.0791,0.000433,0.0517,0.833,95.056
2049,0.735,5,-12.441,0.0518,0.0,0.135,0.962,129.437
2050,0.739,5,-4.459,0.0504,0.119,0.0834,0.749,110.163
2051,0.42,7,-3.899,0.121,0.000747,0.122,0.3,127.204
2052,0.581,2,-8.739,0.0291,0.576,0.161,0.433,112.331
2053,0.733,7,-13.924,0.0382,0.00257,0.147,0.934,124.993
2054,0.532,10,-4.056,0.0522,0.905,0.0738,0.753,90.647
2055,0.556,5,-17.489,0.0333,2.5e-06,0.105,0.118,134.414
2056,0.307,11,-3.427,0.138,7.43e-05,0.313,0.524,127.895
2057,0.669,2,-12.302,0.0295,0.0296,0.115,0.896,124.518
2058,0.592,7,-14.311,0.0399,0.000127,0.0831,0.722,105.989
2059,0.644,8,-10.258,0.291,0.0,0.114,0.655,162.702
2060,0.742,0,-13.728,0.0315,0.0432,0.11,0.613,107.349
2061,0.432,4,-4.038,0.0567,4.21e-06,0.0789,0.197,139.432
2062,0.551,6,-7.642,0.0387,0.00145,0.101,0.328,80.44
2063,0.515,11,-11.09,0.0348,5.55e-06,0.115,0.403,84.414
2064,0.652,9,-7.811,0.038,0.0,0.119,0.744,138.134
2065,0.266,9,-4.615,0.0389,0.0182,0.0794,0.622,191.182
2066,0.669,8,-10.136,0.0345,0.00535,0.126,0.634,104.812
2067,0.425,1,-8.521,0.0653,0.104,0.581,0.615,144.131
2068,0.857,2,-14.506,0.0358,0.0164,0.411,0.973,120.529
2069,0.517,11,-7.786,0.0541,7.33e-05,0.164,0.767,136.731
2070,0.329,3,-7.878,0.0344,0.168,0.843,0.672,106.476
2071,0.451,4,-3.838,0.0379,0.8,0.558,0.592,145.056
2072,0.726,0,-8.027,0.0349,0.151,0.278,0.971,116.635
2073,0.431,7,-12.507,0.0488,8.98e-05,0.106,0.619,157.384
2074,0.74,7,-9.487,0.0856,0.118,0.095,0.676,96.491
2075,0.428,7,-6.04,0.0259,6.16e-05,0.295,0.36,85.774
2076,0.538,6,-11.246,0.0311,0.014,0.101,0.493,150.238
2077,0.864,4,-12.918,0.0365,0.00521,0.0514,0.964,105.164
2078,0.636,9,-10.377,0.0456,0.634,0.0973,0.69,91.202
2079,0.934,11,-14.834,0.328,4.18e-05,0.103,0.805,123.696
2080,0.462,2,-17.79,0.0427,0.934,0.096,0.239,72.151
2081,0.387,0,-7.416,0.0382,0.131,0.12,0.126,125.623
2082,0.499,5,-4.504,0.0538,0.0721,0.0258,0.509,109.997
2083,0.578,4,-5.814,0.0862,1.59e-06,0.1,0.724,127.746
2084,0.361,4,-4.133,0.0443,0.000263,0.286,0.482,144.97
2085,0.539,2,-10.042,0.0514,0.012,0.0898,0.795,153.646
2086,0.631,7,-8.958,0.0274,0.000516,0.216,0.812,133.739
2087,0.524,0,-11.936,0.405,0.0,0.521,0.552,80.744
2088,0.749,2,-6.785,0.0289,0.0,0.139,0.97,123.934
2089,0.408,4,-12.447,0.0377,0.0,0.263,0.415,104.877
2090,0.578,5,-6.842,0.0261,0.00426,0.0963,0.779,87.246
2091,0.842,10,-11.22,0.291,0.0444,0.0644,0.625,99.091
2092,0.87,8,-9.065,0.296,0.0,0.19,0.949,95.038
2093,0.692,5,-16.057,0.0798,0.153,0.0822,0.963,80.276
2094,0.403,1,-8.907,0.139,0.00379,0.0519,0.427,88.936
2095,0.338,8,-11.704,0.059,0.0,0.109,0.44,175.998
2096,0.853,8,-3.947,0.0751,0.468,0.306,0.595,118.193
2097,0.87,7,-15.31,0.0342,0.648,0.051,0.961,105.658
2098,0.787,8,-3.786,0.0397,0.423,0.0665,0.394,114.091
2099,0.435,7,-10.646,0.0477,1.2e-06,0.0682,0.548,80.641
2100,0.608,8,-8.312,0.0273,0.00573,0.141,0.252,118.378
2101,0.684,10,-10.137,0.223,0.648,0.212,0.961,140.219
2102,0.531,7,-7.507,0.0335,0.499,0.118,0.613,120.747
2103,0.483,1,-16.625,0.0453,0.00029,0.117,0.418,127.077
2104,0.628,9,-13.372,0.0273,0.0,0.312,0.704,113.668
2105,0.245,7,-8.195,0.0321,4.09e-06,0.0999,0.381,204.209
2106,0.249,7,-7.929,0.118,0.0,0.408,0.199,176.509
2107,0.397,3,-11.015,0.0588,0.0142,0.116,0.344,180.765
2108,0.631,2,-13.188,0.0291,0.892,0.155,0.559,97.492
2109,0.599,9,-8.676,0.0661,0.0104,0.594,0.56,125.492
2110,0.548,7,-6.857,0.0304,0.0,0.883,0.89,131.633
2111,0.651,2,-11.391,0.484,0.00133,0.066,0.887,160.836
2112,0.586,8,-2.373,0.105,0.0811,0.0723,0.447,125.014
2113,0.406,5,-17.668,0.0315,0.275,0.102,0.203,93.196
2114,0.417,4,-4.905,0.0617,0.00025,0.0657,0.553,84.922
2115,0.442,4,-5.214,0.0764,4.71e-06,0.282,0.622,128.235
2116,0.615,2,-7.91,0.349,0.349,0.275,0.838,176.699
2117,0.905,10,-5.717,0.0396,0.487,0.137,0.788,120.006
2118,0.373,7,-9.186,0.0334,0.0476,0.126,0.656,161.874
2119,0.831,8,-12.386,0.0942,0.912,0.204,0.901,104.606
2120,0.603,4,-7.046,0.0288,9.86e-05,0.324,0.672,101.101
2121,0.484,4,-4.198,0.0441,0.0,0.0793,0.745,130.507
2122,0.467,7,-8.801,0.0354,0.0,0.0763,0.8,120.466
2123,0.852,1,-17.139,0.0527,0.239,0.0684,0.629,119.378
2124,0.454,3,-7.705,0.0402,0.00134,0.0937,0.43,121.818
2125,0.755,9,-3.152,0.0893,0.0373,0.363,0.959,145.042
2126,0.444,9,-9.063,0.0727,0.016,0.0921,0.719,170.01
2127,0.561,2,-6.645,0.138,0.0,0.157,0.598,145.158
2128,0.764,2,-5.023,0.0672,8.64e-06,0.0686,0.843,130.276
2129,0.34,4,-13.39,0.033,0.0765,0.112,0.567,158.476
2130,0.556,2,-17.875,0.0339,0.0188,0.113,0.518,87.715
2131,0.692,1,-7.924,0.164,0.0,0.301,0.549,97.978
2132,0.325,10,-15.162,0.0345,0.2,0.159,0.231,112.764
2133,0.44,3,-11.997,0.0355,0.646,0.333,0.879,157.075
2134,0.506,0,-12.184,0.0443,2.35e-06,0.0652,0.665,161.51
2135,0.534,8,-12.871,0.0349,5e-05,0.232,0.964,147.843
2136,0.72,8,-8.333,0.0409,0.649,0.354,0.403,122.825
2137,0.677,9,-12.153,0.0341,0.0564,0.118,0.416,117.342
2138,0.439,11,-5.855,0.177,1.34e-05,0.255,0.24,118.369
2139,0.675,8,-8.064,0.0287,0.0126,0.103,0.668,99.794
2140,0.693,7,-6.484,0.0313,0.00132,0.678,0.89,145.116
2141,0.463,9,-7.164,0.0368,0.437,0.181,0.326,133.762
2142,0.438,10,-5.802,0.0505,0.000136,0.301,0.592,157.088
2143,0.768,4,-6.215,0.038,7.45e-05,0.0723,0.867,128.374
2144,0.704,2,-4.161,0.0498,0.00162,0.169,0.841,126.851
2145,0.732,10,-3.957,0.112,8.03e-05,0.114,0.948,98.062
2146,0.662,4,-11.548,0.0347,0.000429,0.142,0.613,122.255
2147,0.832,6,-12.697,0.0442,0.000139,0.632,0.928,119.49
2148,0.209,8,-9.236,0.177,0.868,0.428,0.358,109.906
2149,0.559,3,-8.534,0.0498,0.000315,0.272,0.344,108.241
2150,0.127,9,-2.972,0.0702,5.22e-06,0.347,0.437,171.796
2151,0.361,7,-11.585,0.0303,0.00143,0.188,0.208,189.69
2152,0.926,11,-5.314,0.244,0.0,0.123,0.168,127.079
2153,0.517,5,-8.051,0.0272,3.2e-05,0.0873,0.455,138.579
2154,0.597,7,-6.924,0.0348,0.151,0.085,0.0529,98.004
2155,0.684,8,-11.128,0.0512,0.838,0.102,0.794,105.287
2156,0.522,7,-8.315,0.125,0.0115,0.365,0.588,98.365
2157,0.476,3,-8.078,0.129,2.04e-05,0.0772,0.927,175.584
2158,0.412,5,-7.291,0.184,0.0601,0.424,0.572,166.367
2159,0.466,9,-9.882,0.0473,0.0,0.12,0.628,135.527
2160,0.675,7,-9.393,0.0321,1.35e-05,0.102,0.963,122.732
2161,0.77,10,-7.086,0.0492,0.685,0.0298,0.76,109.883
2162,0.267,0,-6.189,0.0418,0.018,0.084,0.267,127.673
2163,0.597,10,-3.298,0.152,0.0865,0.106,0.555,100.444
2164,0.557,8,-8.304,0.0317,1.22e-05,0.13,0.565,121.742
2165,0.869,10,-10.842,0.0511,0.191,0.109,0.924,126.461
2166,0.374,9,-8.214,0.158,0.000448,0.0647,0.236,139.093
2167,0.811,5,-12.975,0.0553,0.178,0.169,0.682,105.897
2168,0.367,2,-4.53,0.0343,0.308,0.174,0.712,94.733
2169,0.296,9,-7.172,0.0383,2e-06,0.116,0.302,113.53
2170,0.681,3,-10.364,0.0346,0.0,0.0641,0.966,117.884
2171,0.511,3,-16.517,0.0424,1.93e-05,0.136,0.455,83.619
2172,0.591,9,-9.205,0.0402,1.82e-05,0.372,0.818,128.7
2173,0.65,8,-10.444,0.116,3.35e-05,0.224,0.708,94.198
2174,0.71,11,-10.666,0.082,0.785,0.0857,0.401,129.124
2175,0.586,1,-6.828,0.0438,0.0,0.275,0.872,74.852
2176,0.611,8,-9.839,0.0342,0.00625,0.101,0.805,97.131
2177,0.524,4,-5.961,0.0321,8.3e-06,0.187,0.705,120.336
2178,0.546,11,-9.439,0.0506,1.51e-05,0.363,0.539,95.032
2179,0.791,4,-22.121,0.0367,2.01e-05,0.108,0.618,99.579
2180,0.692,1,-3.469,0.29,0.0,0.21,0.792,75.992
2181,0.645,9,-8.671,0.0304,0.000126,0.0799,0.705,131.388
2182,0.617,2,-7.324,0.0305,0.025,0.115,0.412,109.98
2183,0.662,9,-6.606,0.0298,0.0,0.102,0.511,95.001
2184,0.719,9,-10.646,0.0349,0.677,0.0659,0.573,94.093
2185,0.76,9,-11.003,0.103,0.32,0.0758,0.905,146.655
2186,0.505,0,-4.268,0.0583,1.29e-05,0.599,0.388,97.891
2187,0.584,8,-7.008,0.0826,0.00014,0.0538,0.962,169.874
2188,0.704,1,-6.537,0.0391,0.00106,0.318,0.761,93.145
2189,0.546,11,-9.604,0.0285,0.0,0.77,0.488,112.584
2190,0.411,4,-6.821,0.0835,0.0146,0.0763,0.391,132.876
2191,0.715,2,-8.065,0.029,0.000192,0.111,0.852,111.504
2192,0.42,7,-10.421,0.0269,0.19,0.12,0.252,130.877
2193,0.719,7,-15.483,0.0492,0.00412,0.111,0.668,94.465
2194,0.472,9,-3.938,0.0593,0.000589,0.212,0.136,122.316
2195,0.476,10,-10.761,0.0984,0.04,0.141,0.197,120.287
2196,0.474,9,-6.947,0.0386,9.22e-05,0.104,0.292,145.303
2197,0.459,4,-4.247,0.045,9.2e-06,0.256,0.515,135.994
2198,0.537,2,-6.392,0.0282,0.557,0.272,0.78,124.24
2199,0.661,10,-12.385,0.0337,0.0,0.206,0.928,92.056
2200,0.498,5,-6.193,0.0332,0.528,0.273,0.235,111.015
2201,0.555,4,-6.936,0.0282,0.0491,0.236,0.966,132.59
2202,0.383,7,-2.546,0.0878,0.0,0.0797,0.748,195.105
2203,0.593,3,-9.003,0.0976,0.0,0.484,0.668,80.02
2204,0.422,5,-7.127,0.0381,0.0,0.143,0.405,109.796
2205,0.551,4,-13.047,0.0618,0.0,0.321,0.872,157.52
2206,0.463,6,-7.748,0.0311,2.58e-06,0.292,0.414,93.868
2207,0.69,7,-9.01,0.0522,0.0112,0.116,0.867,110.828
2208,0.637,2,-10.7,0.049,0.0224,0.101,0.835,175.863
2209,0.368,0,-6.648,0.0364,8.75e-05,0.214,0.251,121.255
2210,0.375,4,-7.887,0.0888,0.0,0.0908,0.212,117.057
2211,0.734,2,-11.866,0.129,0.0,0.0367,0.762,109.933
2212,0.7,2,-9.472,0.249,0.73,0.0965,0.374,145.078
2213,0.513,4,-6.242,0.0524,0.0212,0.791,0.61,140.452
2214,0.746,7,-3.803,0.128,0.0,0.354,0.817,148.075
2215,0.466,0,-7.847,0.157,0.000838,0.69,0.201,91.122
2216,0.616,11,-9.188,0.0304,0.107,0.101,0.889,109.622
2217,0.633,8,-9.638,0.0857,0.000222,0.108,0.123,138.023
2218,0.421,8,-9.179,0.302,0.815,0.119,0.222,162.179
2219,0.562,8,-4.46,0.0296,0.0939,0.298,0.791,132.009
2220,0.629,11,-6.848,0.0257,0.0,0.0825,0.654,98.879
2221,0.772,7,-5.945,0.0328,0.0,0.0765,0.819,126.847
2222,0.955,9,-4.862,0.122,0.0,0.0612,0.922,107.082
2223,0.645,7,-7.639,0.17,0.888,0.0893,0.567,118.292
2224,0.701,7,-14.723,0.0843,0.0,0.121,0.889,136.73
2225,0.48,1,-9.465,0.0545,0.0146,0.329,0.12,101.955
2226,0.853,2,-7.134,0.0418,0.0652,0.127,0.751,104.999
2227,0.683,9,-6.335,0.0449,0.0046,0.07,0.619,104.872
2228,0.403,8,-6.727,0.118,0.00985,0.148,0.455,82.812
2229,0.292,5,-8.239,0.0285,0.0,0.178,0.531,93.309
2230,0.309,2,-8.134,0.132,0.63,0.143,0.391,115.26
2231,0.448,4,-9.324,0.0391,6.52e-05,0.329,0.78,131.14
2232,0.487,0,-10.242,0.0374,4.45e-06,0.398,0.496,102.577
2233,0.731,2,-10.457,0.0321,0.000388,0.202,0.639,135.406
2234,0.723,11,-5.653,0.0291,7.32e-06,0.156,0.944,114.148
2235,0.557,7,-18.698,0.0471,1.79e-06,0.128,0.411,107.911
2236,0.615,1,-14.056,0.0384,0.00727,0.113,0.656,97.104
2237,0.482,2,-9.198,0.0452,7.74e-06,0.0414,0.937,124.631
2238,0.457,0,-11.474,0.0398,1.5e-06,0.107,0.272,103.111
2239,0.4,4,-19.002,0.0273,0.927,0.072,0.0704,68.047
2240,0.599,9,-14.032,0.0472,0.00153,0.235,0.607,122.262
2241,0.553,2,-11.857,0.0751,0.894,0.415,0.612,86.751
2242,0.911,8,-3.74,0.0431,2.72e-05,0.0868,0.97,92.893
2243,0.698,1,-12.58,0.111,0.703,0.047,0.503,99.661
2244,0.725,4,-4.684,0.0288,0.00116,0.169,0.985,127.39
2245,0.662,2,-4.688,0.377,0.0,0.17,0.775,90.509
2246,0.385,11,-11.592,0.069,0.073,0.09,0.846,97.914
2247,0.588,7,-16.728,0.0319,9.65e-05,0.236,0.113,124.689
2248,0.644,7,-16.323,0.0407,0.92,0.101,0.448,82.251
2249,0.444,8,-15.488,0.0447,0.000483,0.11,0.113,113.73
2250,0.618,4,-7.705,0.034,1.01e-05,0.0655,0.969,149.779
2251,0.665,4,-5.528,0.028,2.8e-05,0.0493,0.887,88.83
2252,0.466,1,-4.332,0.0658,0.0,0.096,0.69,147.845
2253,0.55,8,-14.882,0.0446,0.68,0.133,0.371,124.87
2254,0.551,0,-7.874,0.0294,0.188,0.282,0.336,95.03
2255,0.237,0,-4.05,0.093,0.000882,0.294,0.602,89.744
2256,0.541,0,-8.435,0.0438,0.442,0.0997,0.754,104.96
2257,0.911,10,-9.05,0.365,0.0,0.245,0.795,96.631
2258,0.337,5,-7.42,0.143,0.0,0.278,0.714,204.875
2259,0.756,2,-14.407,0.0716,0.906,0.123,0.417,124.006
2260,0.492,7,-9.464,0.0434,0.913,0.164,0.0791,131.792
2261,0.453,9,-4.001,0.115,0.000569,0.26,0.474,137.571
2262,0.602,2,-8.684,0.0449,0.0,0.148,0.694,158.02
2263,0.455,11,-5.587,0.0401,6.06e-05,0.11,0.201,137.949
2264,0.636,8,-12.014,0.0268,0.00938,0.136,0.97,109.83
2265,0.679,7,-5.98,0.0288,0.0,0.219,0.715,115.086
2266,0.458,10,-18.824,0.0362,0.0,0.137,0.386,109.574
2267,0.567,10,-9.718,0.0634,0.00895,0.0677,0.963,71.306
2268,0.402,9,-4.332,0.0324,0.00014,0.0841,0.884,159.791
2269,0.919,6,-5.636,0.0886,0.00253,0.248,0.884,102.982
2270,0.396,2,-6.271,0.0379,0.372,0.11,0.116,121.122
2271,0.454,9,-4.225,0.0449,0.0,0.0427,0.704,127.158
2272,0.648,2,-12.432,0.0264,0.000249,0.124,0.407,112.929
2273,0.45,7,-9.516,0.0295,6.51e-06,0.674,0.282,72.911
2274,0.456,10,-6.637,0.521,0.0,0.161,0.525,196.633
2275,0.258,0,-11.277,0.0391,0.0,0.247,0.554,72.682
2276,0.405,0,-13.901,0.0395,9.07e-05,0.104,0.383,61.34
2277,0.648,3,-17.611,0.0376,0.436,0.11,0.841,108.23
2278,0.392,10,-7.517,0.0378,0.00271,0.185,0.594,71.196
2279,0.827,4,-15.397,0.063,7.66e-06,0.174,0.59,122.328
2280,0.497,5,-4.09,0.0396,0.653,0.0725,0.599,129.078
2281,0.603,1,-6.824,0.0312,2.66e-05,0.0627,0.572,136.592
2282,0.736,7,-8.038,0.0751,0.0,0.218,0.85,129.126
2283,0.615,9,-9.251,0.0474,0.136,0.187,0.817,128.552
2284,0.672,9,-7.781,0.035,9.38e-06,0.0371,0.828,118.731
2285,0.524,2,-13.868,0.0272,0.00105,0.144,0.201,73.36
2286,0.469,0,-4.609,0.0373,5.5e-05,0.173,0.675,116.036
2287,0.385,11,-11.244,0.0351,0.0,0.0786,0.941,154.07
2288,0.609,5,-7.337,0.0341,0.000986,0.172,0.296,150.087
2289,0.161,5,-13.283,0.0319,0.329,0.0971,0.123,150.989
2290,0.675,9,-11.055,0.0285,3.75e-05,0.136,0.88,141.837
2291,0.207,2,-8.857,0.0855,0.23,0.1,0.19,112.147
2292,0.74,10,-15.178,0.0325,0.0488,0.113,0.944,112.821
2293,0.559,7,-8.202,0.0301,2.06e-05,0.0979,0.551,114.204
2294,0.449,3,-3.537,0.0853,0.0893,0.0553,0.532,135.796
2295,0.519,9,-12.795,0.0277,0.000218,0.365,0.772,171.028
2296,0.35,11,-4.755,0.186,0.0,0.108,0.416,169.512
2297,0.492,9,-8.6,0.0397,0.000105,0.163,0.431,125.936
2298,0.573,7,-8.097,0.032,0.0,0.0833,0.722,139.117
2299,0.679,1,-10.826,0.0269,4.12e-06,0.316,0.528,154.171
2300,0.614,10,-10.404,0.0531,0.00491,0.0898,0.638,78.089
2301,0.497,5,-7.024,0.0652,0.0756,0.327,0.403,120.007
2302,0.763,3,-9.267,0.115,0.000689,0.162,0.363,93.5
2303,0.653,6,-6.041,0.0522,0.0,0.0574,0.429,132.965
2304,0.59,0,-5.058,0.039,0.0,0.176,0.787,81.344
2305,0.558,4,-11.258,0.0265,5.02e-06,0.0753,0.17,142.171
2306,0.425,9,-7.821,0.0864,0.0112,0.074,0.332,94.996
2307,0.501,11,-8.192,0.0639,4.75e-05,0.131,0.495,136.59
2308,0.557,8,-6.216,0.034,0.000194,0.149,0.595,171.836
2309,0.527,9,-3.491,0.0548,0.00217,0.591,0.506,119.976
2310,0.798,6,-14.29,0.0441,0.36,0.114,0.584,103.681
2311,0.544,9,-7.425,0.0525,1.82e-05,0.0925,0.676,140.902
2312,0.781,5,-13.067,0.0611,0.0907,0.0339,0.968,125.999
2313,0.511,0,-6.56,0.224,0.0,0.0798,0.554,158.063
2314,0.678,1,-7.83,0.0544,0.0,0.0671,0.887,114.098
2315,0.582,9,-13.995,0.0301,0.000115,0.349,0.636,103.996
2316,0.582,6,-9.445,0.0273,6.56e-05,0.133,0.326,95.444
2317,0.68,0,-11.886,0.0355,0.0289,0.659,0.862,129.899
2318,0.463,7,-3.204,0.122,0.0,0.478,0.437,91.197
2319,0.867,10,-12.028,0.207,1.59e-06,0.0742,0.68,101.293
2320,0.726,11,-9.47,0.283,0.0,0.2,0.843,147.255
2321,0.758,0,-7.509,0.0319,0.000153,0.103,0.849,114.487
2322,0.634,2,-3.466,0.0517,0.0,0.342,0.922,161.933
2323,0.668,7,-3.727,0.0439,0.00517,0.0877,0.782,120.0
2324,0.512,6,-5.831,0.0293,0.000144,0.1,0.371,88.271
2325,0.449,9,-13.618,0.0409,5.46e-05,0.341,0.781,165.532
2326,0.74,6,-3.597,0.295,4.32e-06,0.125,0.814,91.887
2327,0.264,9,-8.264,0.187,0.00443,0.342,0.249,167.078
2328,0.35,0,-13.775,0.0388,0.0,0.127,0.158,208.091
2329,0.601,5,-9.761,0.0284,0.0,0.137,0.564,78.986
2330,0.828,10,-9.615,0.0595,6.04e-05,0.0594,0.921,105.9
2331,0.627,0,-8.432,0.0348,0.784,0.404,0.867,126.283
2332,0.635,0,-7.885,0.0582,8.83e-05,0.0881,0.892,158.936
2333,0.724,9,-8.072,0.0399,0.0,0.216,0.941,168.394
2334,0.473,7,-3.67,0.0372,0.425,0.0793,0.47,136.022
2335,0.692,7,-3.974,0.0492,1.98e-05,0.515,0.692,96.814
2336,0.71,2,-7.317,0.0342,0.0022,0.218,0.913,126.602
2337,0.212,10,-11.502,0.0552,7.56e-05,0.21,0.412,87.509
2338,0.516,10,-4.226,0.0385,0.0,0.105,0.201,107.493
2339,0.825,0,-5.866,0.0675,0.246,0.105,0.628,104.358
2340,0.559,2,-7.78,0.0284,0.000107,0.201,0.948,130.396
2341,0.569,4,-8.559,0.0309,0.642,0.0811,0.911,115.152
2342,0.71,2,-2.777,0.0639,0.00123,0.303,0.648,115.001
2343,0.488,0,-8.036,0.0289,0.00253,0.128,0.73,145.884
2344,0.588,0,-17.877,0.0807,0.0972,0.122,0.763,87.167
2345,0.34,6,-5.664,0.0614,9.56e-06,0.303,0.256,125.47
2346,0.897,11,-10.489,0.211,0.186,0.0894,0.769,102.304
