,Danceability,Key,Loudness,Speechiness,Instrumentalness,Liveness,Valence,Tempo
949,0.964,11,-5.169,0.147,0.0,0.166,0.552,121.144
950,0.423,5,-7.223,0.0319,0.0291,0.299,0.96,155.968
951,0.895,6,-6.285,0.224,0.0,0.236,0.734,107.654
952,0.618,2,-5.982,0.0303,0.0,0.157,0.718,113.977
953,0.548,3,-4.389,0.0376,0.0,0.12,0.345,146.934
954,0.156,0,-13.297,0.0405,0.848,0.0861,0.403,170.156
955,0.0985,0,-7.974,0.0766,0.843,0.096,0.304,84.955
956,0.632,7,-5.868,0.0703,0.00333,0.123,0.5,111.968
957,0.336,1,-6.984,0.0754,0.66,0.331,0.57,131.367
958,0.332,8,-14.776,0.0328,0.000164,0.153,0.43,145.434
959,0.491,4,-9.835,0.0361,0.0,0.0665,0.971,160.109
960,0.508,4,-20.767,0.0317,0.157,0.0923,0.425,144.795
961,0.601,10,-26.438,0.0424,0.108,0.0884,0.346,88.685
962,0.697,8,-8.573,0.062,2.15e-05,0.103,0.697,128.592
963,0.482,3,-11.566,0.0328,0.0,0.113,0.31,80.071
964,0.506,2,-6.53,0.0862,0.0,0.102,0.744,110.897
965,0.499,6,-12.145,0.0445,0.718,0.0877,0.474,93.238
966,0.565,6,-10.078,0.0303,0.284,0.0808,0.426,120.17
967,0.681,4,-15.348,0.0695,0.0,0.161,0.566,115.867
968,0.327,9,-7.428,0.0367,0.0159,0.104,0.898,169.39
969,0.6,4,-17.085,0.0366,0.0022,0.249,0.468,110.535
970,0.801,8,-9.349,0.173,4.5e-05,0.0693,0.741,96.96
971,0.562,11,-6.134,0.0407,0.00175,0.111,0.0646,105.115
972,0.525,4,-7.37,0.0648,0.000347,0.343,0.839,113.651
973,0.675,4,-5.01,0.256,0.0,0.354,0.845,155.698
974,0.647,8,-10.752,0.0427,0.259,0.122,0.177,109.011
975,0.341,5,-12.324,0.0326,0.000488,0.12,0.0961,134.75
976,0.357,2,-9.178,0.0379,0.00119,0.13,0.698,168.242
977,0.628,10,-10.695,0.14,0.0183,0.0906,0.61,191.404
978,0.464,10,-6.371,0.0368,0.201,0.162,0.467,161.845
979,0.28,2,-7.364,0.0314,0.0,0.122,0.223,148.033
980,0.356,2,-7.837,0.068,0.00975,0.0997,0.607,166.3
981,0.546,0,-14.836,0.0635,0.791,0.192,0.635,96.154
982,0.395,9,-4.724,0.0356,0.00389,0.133,0.666,103.939
983,0.7,10,-8.082,0.0407,0.00146,0.372,0.89,125.62
984,0.631,8,-3.963,0.0297,5.85e-05,0.0846,0.497,125.994
985,0.479,7,-8.806,0.0318,0.00142,0.11,0.669,124.966
986,0.557,5,-7.224,0.0243,1.46e-05,0.11,0.213,146.277
987,0.602,1,-8.639,0.0487,0.318,0.169,0.536,109.716
988,0.708,1,-11.155,0.0614,3.13e-05,0.338,0.764,107.246
989,0.604,9,-14.07,0.0313,0.00474,0.103,0.635,137.349
990,0.674,0,-7.085,0.0658,2.48e-06,0.161,0.742,129.355
991,0.506,0,-9.304,0.0674,0.000283,0.101,0.913,165.513
992,0.499,5,-11.79,0.0277,0.000772,0.102,0.534,105.762
993,0.682,6,-9.186,0.0466,0.000571,0.17,0.953,145.051
994,0.563,8,-15.653,0.337,0.0,0.644,0.941,172.783
995,0.611,4,-9.135,0.0356,0.0,0.581,0.97,85.527
996,0.299,5,-5.984,0.0334,0.126,0.073,0.183,133.712
997,0.674,4,-16.986,0.0574,0.199,0.0756,0.494,108.995
998,0.377,2,-17.892,0.039,0.0607,0.19,0.354,85.022
999,0.178,2,-4.046,0.0707,0.939,0.266,0.523,205.206
1000,0.834,8,-3.714,0.222,0.0,0.124,0.446,155.008
1001,0.423,5,-9.832,0.0387,0.221,0.169,0.428,93.977
1002,0.693,6,-2.075,0.357,1.15e-05,0.0847,0.76,174.06
1003,0.268,10,-6.94,0.0346,0.0,0.118,0.175,64.177
1004,0.803,6,-14.029,0.0349,0.038,0.097,0.912,106.841
1005,0.549,7,-4.293,0.188,0.000296,0.618,0.346,94.695
1006,0.768,2,-12.922,0.0625,0.00213,0.0379,0.961,157.935
1007,0.718,6,-12.99,0.0952,0.461,0.103,0.377,86.618
1008,0.273,11,-8.76,0.0767,0.0173,0.188,0.444,100.261
1009,0.348,2,-11.527,0.048,0.474,0.346,0.0803,124.079
1010,0.518,0,-10.766,0.0297,0.0,0.2,0.579,104.528
1011,0.816,5,-3.998,0.129,0.0,0.372,0.65,136.048
1012,0.4,2,-4.922,0.0476,0.808,0.0866,0.571,130.945
1013,0.649,10,-15.986,0.135,0.0,0.102,0.48,143.844
1014,0.62,2,-11.575,0.0591,0.896,0.156,0.295,113.492
1015,0.546,7,-12.252,0.138,0.931,0.0894,0.363,169.96
1016,0.714,2,-6.223,0.0658,0.868,0.0848,0.516,128.103
1017,0.695,5,-8.406,0.0341,0.171,0.144,0.97,122.003
1018,0.528,0,-8.581,0.0275,0.00373,0.364,0.319,138.65
1019,0.621,2,-12.351,0.0409,0.135,0.34,0.319,125.168
1020,0.25,6,-4.861,0.0487,0.0,0.0775,0.303,102.204
1021,0.744,4,-14.996,0.0366,0.0,0.108,0.42,100.78
1022,0.78,5,-5.377,0.0952,0.034,0.0467,0.81,82.394
1023,0.398,7,-9.05,0.0282,0.0,0.102,0.378,184.267
1024,0.477,7,-11.887,0.0483,0.029,0.0906,0.662,122.531
1025,0.28,5,-9.106,0.0332,0.73,0.103,0.801,142.754
1026,0.745,1,-10.425,0.0941,0.00943,0.123,0.607,160.033
1027,0.503,1,-5.456,0.167,9.45e-05,0.0895,0.521,121.985
1028,0.597,7,-7.66,0.0374,0.341,0.0945,0.58,104.932
1029,0.437,0,-6.152,0.0288,0.614,0.111,0.211,111.888
1030,0.537,4,-6.858,0.0355,3.13e-06,0.371,0.703,116.936
1031,0.467,11,-12.514,0.0322,6.67e-05,0.756,0.478,93.681
1032,0.52,11,-18.084,0.0429,0.00915,0.129,0.0972,76.094
1033,0.609,5,-13.194,0.0295,0.00307,0.132,0.47,109.379
1034,0.443,9,-19.907,0.0425,0.000417,0.106,0.283,76.797
1035,0.564,1,-13.624,0.0407,0.0,0.188,0.678,78.715
1036,0.318,8,-11.177,0.0291,4.59e-05,0.138,0.178,84.469
1037,0.633,10,-7.668,0.0255,6.92e-05,0.0886,0.66,132.178
1038,0.787,4,-16.827,0.063,4.49e-05,0.0833,0.359,85.005
1039,0.762,11,-10.307,0.0365,0.0,0.243,0.932,128.695
1040,0.817,8,-10.8,0.385,7.01e-06,0.826,0.808,102.011
1041,0.64,9,-7.572,0.0497,0.165,0.0912,0.415,124.992
1042,0.741,0,-7.028,0.0277,2.28e-05,0.133,0.774,116.109
1043,0.494,4,-9.158,0.0273,0.213,0.228,0.59,112.596
1044,0.54,5,-7.533,0.0369,0.0,0.0845,0.691,82.978
1045,0.477,2,-12.262,0.0297,0.000147,0.171,0.555,119.11
1046,0.479,0,-15.5,0.0274,0.0,0.657,0.35,69.784
1047,0.284,0,-11.307,0.114,1.96e-06,0.0891,0.657,172.82
1048,0.452,9,-9.534,0.0677,0.00817,0.267,0.519,90.157
1049,0.5,4,-9.072,0.0363,0.0,0.447,0.514,118.852
1050,0.603,5,-10.083,0.0284,0.0,0.141,0.405,110.89
1051,0.754,1,-4.474,0.0394,0.632,0.102,0.762,97.844
1052,0.601,10,-9.119,0.0286,6.25e-06,0.0925,0.341,136.571
1053,0.841,9,-5.735,0.244,0.000957,0.101,0.592,111.175
1054,0.299,5,-8.373,0.082,1.54e-05,0.37,0.757,153.215
1055,0.349,5,-9.021,0.0409,0.298,0.152,0.194,119.914
1056,0.848,4,-11.949,0.0723,4.63e-06,0.124,0.774,97.735
1057,0.622,4,-11.847,0.0567,0.000116,0.0894,0.863,175.84
1058,0.504,11,-4.11,0.106,0.313,0.383,0.147,124.013
1059,0.651,10,-9.011,0.0414,1.21e-05,0.209,0.545,64.265
1060,0.484,0,-17.796,0.0394,0.154,0.11,0.219,94.163
1061,0.463,1,-15.992,0.0317,1.01e-05,0.0845,0.442,157.66
1062,0.463,2,-2.776,0.0381,7.38e-06,0.25,0.713,141.955
1063,0.396,5,-5.607,0.0341,1.04e-06,0.17,0.717,124.318
1064,0.598,5,-9.141,0.0362,0.0,0.189,0.791,150.213
1065,0.784,7,-5.153,0.0923,1.57e-05,0.272,0.819,118.738
1066,0.768,11,-6.145,0.0324,0.0,0.162,0.891,110.008
1067,0.598,5,-8.126,0.0297,0.0,0.135,0.897,133.29
1068,0.738,6,-13.407,0.0487,0.218,0.119,0.809,126.96
1069,0.598,4,-7.596,0.0318,0.226,0.0843,0.9,135.228
1070,0.818,11,-13.912,0.0757,0.00156,0.31,0.917,112.704
1071,0.653,11,-6.086,0.0479,0.000129,0.0917,0.6,98.008
1072,0.419,0,-12.126,0.0277,0.0034,0.113,0.239,80.608
1073,0.632,10,-15.275,0.0325,0.51,0.0725,0.961,131.514
1074,0.475,7,-7.844,0.0302,0.0,0.161,0.648,94.605
1075,0.637,6,-8.263,0.031,0.000115,0.131,0.789,124.939
1076,0.225,4,-14.6,0.0315,0.0171,0.228,0.0573,109.778
1077,0.44,4,-7.416,0.0373,3.33e-05,0.207,0.626,135.917
1078,0.584,9,-10.08,0.0391,6.52e-05,0.0756,0.641,82.028
1079,0.55,0,-13.475,0.0306,0.00935,0.0555,0.486,109.837
1080,0.848,1,-5.636,0.0476,1.55e-06,0.0916,0.779,97.854
1081,0.458,6,-6.751,0.0376,0.00105,0.101,0.505,126.951
1082,0.58,5,-5.214,0.0328,0.0,0.0816,0.677,135.46
1083,0.347,2,-10.258,0.0409,0.0,0.0894,0.61,94.506
1084,0.457,9,-8.154,0.0362,0.141,0.16,0.827,91.246
1085,0.794,9,-12.034,0.0506,0.00651,0.109,0.946,119.673
1086,0.527,4,-9.61,0.028,0.0,0.0702,0.706,139.388
1087,0.394,9,-23.179,0.044,0.0453,0.0976,0.2,116.117
1088,0.523,4,-14.034,0.0388,0.000114,0.621,0.355,77.487
1089,0.251,0,-8.239,0.0376,0.88,0.473,0.635,106.954
1090,0.657,7,-6.698,0.0286,0.0,0.291,0.679,114.698
1091,0.656,1,-5.827,0.0976,0.0,0.0543,0.909,144.747
1092,0.666,5,-13.245,0.0403,0.947,0.104,0.492,116.054
1093,0.878,7,-12.003,0.0724,0.478,0.0683,0.635,111.334
1094,0.534,2,-7.952,0.0403,2.11e-06,0.103,0.458,117.079
1095,0.536,11,-9.116,0.0351,0.0,0.165,0.374,124.394
1096,0.62,1,-9.278,0.0283,0.0,0.236,0.766,122.978
1097,0.776,5,-11.108,0.0519,0.0129,0.0598,0.57,103.249
1098,0.252,2,-13.337,0.0442,0.00057,0.325,0.816,196.494
1099,0.879,7,-10.134,0.036,0.084,0.0559,0.707,112.365
1100,0.588,6,-9.766,0.0672,0.0,0.0792,0.952,106.938
1101,0.618,0,-10.406,0.0315,0.032,0.168,0.701,146.629
1102,0.416,9,-3.286,0.0543,0.0,0.151,0.713,135.264
1103,0.522,5,-3.571,0.16,0.0,0.134,0.746,67.427
1104,0.268,5,-10.232,0.0276,0.0066,0.113,0.104,76.432
1105,0.501,9,-6.917,0.0681,2.62e-05,0.193,0.822,138.059
1106,0.514,11,-10.966,0.0801,0.267,0.105,0.0812,154.962
1107,0.434,9,-11.818,0.0366,0.000851,0.277,0.546,113.845
1108,0.547,10,-9.355,0.478,0.0,0.0952,0.526,89.365
1109,0.311,1,-8.29,0.0357,0.00128,0.235,0.933,178.873
1110,0.627,6,-6.584,0.0382,0.0586,0.309,0.761,93.069
1111,0.597,7,-8.136,0.072,0.0,0.209,0.944,137.44
1112,0.863,6,-13.1,0.0616,0.00784,0.0467,0.878,116.215
1113,0.385,7,-11.825,0.0401,0.418,0.0763,0.786,115.174
1114,0.854,4,-6.32,0.0793,8.72e-05,0.166,0.818,106.894
1115,0.546,4,-9.126,0.0368,0.0,0.394,0.856,142.345
1116,0.615,6,-11.809,0.082,4.04e-06,0.135,0.68,125.451
1117,0.734,0,-7.276,0.0321,0.524,0.0672,0.587,125.588
1118,0.496,4,-4.024,0.038,0.000243,0.241,0.377,120.909
1119,0.667,5,-8.991,0.0499,0.0,0.272,0.905,136.676
1120,0.431,7,-5.903,0.0588,0.00284,0.12,0.216,125.056
1121,0.327,5,-10.454,0.0316,0.0,0.333,0.349,79.94
1122,0.581,1,-12.617,0.0303,2.04e-05,0.0746,0.697,129.175
1123,0.736,7,-8.527,0.0663,0.0876,0.14,0.871,119.854
1124,0.584,6,-9.638,0.0328,1.38e-05,0.0818,0.588,120.175
1125,0.652,11,-8.666,0.101,0.000589,0.119,0.068,115.953
1126,0.807,9,-14.499,0.0424,0.0,0.141,0.895,96.245
1127,0.719,10,-4.582,0.0361,2.34e-06,0.134,0.591,120.011
1128,0.454,8,-6.971,0.0544,2.3e-05,0.29,0.903,192.361
1129,0.671,0,-17.089,0.0317,2.1e-06,0.166,0.62,128.087
1130,0.766,1,-6.123,0.279,0.0,0.168,0.325,130.127
1131,0.491,0,-5.677,0.036,0.0,0.204,0.595,70.873
1132,0.698,11,-8.993,0.0675,0.0225,0.279,0.797,124.917
1133,0.332,4,-10.657,0.0362,0.647,0.0843,0.657,99.175
1134,0.619,4,-9.307,0.0473,6.4e-05,0.0858,0.69,127.224
1135,0.578,4,-8.676,0.0565,0.675,0.0617,0.871,126.116
1136,0.71,1,-5.471,0.0637,0.0,0.141,0.897,92.601
1137,0.738,7,-9.191,0.0498,0.14,0.526,0.709,105.181
1138,0.925,7,-6.572,0.0656,0.000154,0.11,0.0904,100.014
1139,0.535,10,-6.326,0.0544,0.0,0.133,0.612,117.218
1140,0.769,9,-9.682,0.0972,0.672,0.202,0.697,141.596
1141,0.52,2,-9.937,0.0369,0.0,0.0881,0.743,135.26
1142,0.325,8,-7.226,0.0335,3.6e-06,0.103,0.206,124.864
1143,0.686,7,-4.848,0.0298,0.000833,0.137,0.79,123.546
1144,0.464,2,-14.093,0.0406,0.527,0.124,0.557,124.033
1145,0.618,5,-6.634,0.0369,0.000174,0.381,0.512,126.26
1146,0.784,2,-9.141,0.11,7.5e-05,0.0913,0.748,120.11
1147,0.507,1,-7.84,0.0337,0.0,0.207,0.962,175.338
1148,0.665,9,-18.086,0.0294,0.0128,0.0679,0.345,112.331
1149,0.701,4,-8.248,0.0362,0.116,0.452,0.814,130.419
1150,0.66,9,-7.364,0.247,0.0,0.102,0.471,80.027
1151,0.763,1,-3.713,0.0351,0.285,0.348,0.561,103.04
1152,0.432,1,-5.769,0.0656,0.000191,0.185,0.527,95.59
1153,0.813,7,-8.656,0.0458,0.0135,0.0527,0.732,117.548
1154,0.592,1,-3.402,0.318,1.22e-06,0.103,0.361,191.692
1155,0.265,7,-8.953,0.0483,0.544,0.14,0.563,131.134
1156,0.456,7,-5.854,0.0833,0.0344,0.333,0.559,167.709
1157,0.551,5,-14.327,0.177,0.000412,0.0996,0.644,116.779
1158,0.663,2,-12.697,0.026,0.0394,0.105,0.648,111.29
1159,0.686,7,-14.361,0.0342,1.41e-05,0.0573,0.372,93.699
1160,0.598,9,-11.716,0.032,0.0,0.366,0.665,136.696
1161,0.737,7,-3.708,0.288,1.01e-06,0.0467,0.905,136.047
1162,0.831,0,-3.8,0.149,0.00234,0.128,0.775,115.014
1163,0.504,5,-3.116,0.0329,0.0747,0.226,0.742,129.595
1164,0.402,0,-21.101,0.0483,0.364,0.786,0.177,106.85
1165,0.557,8,-8.874,0.0372,0.0,0.11,0.648,98.959
1166,0.682,6,-12.46,0.0385,0.26,0.176,0.586,104.997
1167,0.718,1,-5.629,0.0326,5.59e-06,0.292,0.956,116.452
1168,0.539,0,-4.757,0.13,0.0,0.825,0.553,154.0
1169,0.564,0,-7.13,0.0267,0.0,0.0674,0.463,124.224
1170,0.482,0,-5.269,0.126,2.43e-06,0.294,0.544,113.263
1171,0.422,10,-14.697,0.036,0.906,0.105,0.457,117.405
1172,0.538,0,-5.928,0.0451,0.00054,0.239,0.293,127.127
1173,0.359,4,-18.776,0.0419,0.000283,0.108,0.211,77.964
1174,0.418,9,-9.421,0.0318,0.461,0.0988,0.249,74.924
1175,0.794,0,-6.163,0.0649,0.0,0.128,0.355,145.926
1176,0.459,5,-7.031,0.313,0.891,0.105,0.601,172.996
1177,0.578,5,-11.741,0.0338,0.0,0.203,0.644,103.351
1178,0.692,0,-7.466,0.0296,0.0,0.114,0.966,126.815
1179,0.504,1,-13.172,0.027,0.000188,0.0958,0.528,103.465
1180,0.435,8,-3.845,0.111,0.00466,0.0614,0.559,134.938
1181,0.725,2,-6.283,0.0609,2.7e-06,0.0769,0.659,97.255
1182,0.483,0,-5.493,0.0313,0.000661,0.102,0.294,126.212
1183,0.763,0,-6.86,0.0417,0.0,0.125,0.926,118.394
1184,0.347,8,-15.117,0.0433,0.866,0.545,0.198,83.484
1185,0.699,4,-14.617,0.175,5.95e-06,0.202,0.44,144.704
1186,0.747,1,-6.597,0.0289,0.0,0.122,0.919,108.767
1187,0.461,11,-6.684,0.0489,0.532,0.952,0.725,160.073
1188,0.684,3,-5.776,0.0375,0.7,0.0496,0.882,121.342
1189,0.799,10,-12.364,0.0332,0.359,0.103,0.967,128.567
1190,0.436,5,-13.36,0.0448,0.912,0.259,0.464,111.858
1191,0.693,0,-3.988,0.0578,0.0,0.124,0.753,127.457
1192,0.632,2,-4.976,0.0531,0.508,0.114,0.363,127.001
1193,0.477,6,-10.036,0.0277,1.76e-06,0.131,0.423,81.204
1194,0.509,5,-8.354,0.0372,0.0,0.0824,0.802,99.924
1195,0.612,6,-6.143,0.0302,0.0445,0.341,0.524,117.62
1196,0.651,2,-5.48,0.0381,0.145,0.116,0.676,119.983
1197,0.492,6,-14.073,0.0577,0.104,0.182,0.368,91.353
1198,0.589,0,-6.064,0.0407,0.00103,0.0568,0.83,120.994
1199,0.758,8,-15.308,0.0449,0.0,0.049,0.985,120.736
1200,0.832,11,-10.88,0.248,0.0,0.104,0.716,95.309
1201,0.409,6,-7.75,0.0395,0.0632,0.0827,0.311,169.212
1202,0.823,6,-10.961,0.234,0.000183,0.0763,0.735,99.163
1203,0.445,3,-6.257,0.0292,0.0917,0.0828,0.409,141.953
1204,0.445,2,-4.682,0.0471,8.18e-06,0.0902,0.653,147.604
1205,0.817,6,-8.898,0.144,0.00263,0.358,0.692,123.474
1206,0.467,0,-12.792,0.272,0.0,0.091,0.465,130.091
1207,0.321,8,-10.711,0.0346,0.0,0.102,0.457,116.782
1208,0.465,9,-8.098,0.0333,0.0427,0.0911,0.555,164.315
1209,0.327,1,-15.712,0.0827,0.85,0.118,0.0388,168.584
1210,0.54,7,-13.165,0.0369,0.00287,0.367,0.195,130.202
1211,0.197,11,-9.291,0.03,0.279,0.125,0.221,79.495
1212,0.551,9,-15.398,0.0284,3.34e-05,0.128,0.215,95.014
1213,0.432,4,-8.095,0.0878,0.0344,0.233,0.743,81.201
1214,0.691,10,-11.292,0.116,1.35e-05,0.197,0.958,75.21
1215,0.624,10,-7.113,0.101,7.79e-06,0.101,0.624,78.008
1216,0.548,0,-11.612,0.0343,0.375,0.192,0.5,120.127
1217,0.554,9,-8.251,0.028,0.0,0.0996,0.288,135.047
1218,0.652,11,-5.192,0.174,0.0,0.123,0.788,135.018
1219,0.593,4,-11.287,0.0317,0.166,0.218,0.753,150.483
1220,0.338,7,-16.498,0.0311,0.00137,0.0547,0.264,134.143
1221,0.365,5,-9.655,0.0571,0.000362,0.0953,0.489,97.088
1222,0.652,0,-15.658,0.0743,0.91,0.0691,0.82,135.995
1223,0.23,4,-8.09,0.033,0.00298,0.109,0.171,106.978
1224,0.445,6,-1.155,0.222,0.12,0.35,0.229,135.065
1225,0.672,2,-6.167,0.0442,8.18e-05,0.101,0.97,132.089
1226,0.453,4,-13.656,0.0279,3.68e-06,0.0506,0.0955,64.177
1227,0.474,9,-10.482,0.0283,0.000748,0.147,0.253,81.001
1228,0.654,0,-3.669,0.045,0.0,0.299,0.41,99.945
1229,0.374,2,-13.88,0.0578,8.01e-06,0.0808,0.138,104.56
1230,0.615,1,-22.618,0.0382,0.0859,0.0679,0.842,88.409
1231,0.49,10,-3.304,0.0392,2.68e-05,0.0983,0.335,123.28
1232,0.551,2,-5.551,0.0409,2.82e-05,0.248,0.22,127.949
1233,0.69,6,-6.474,0.0838,0.0,0.373,0.771,84.985
1234,0.905,2,-11.774,0.26,8.74e-05,0.358,0.75,103.938
1235,0.679,10,-11.247,0.0267,0.0709,0.275,0.926,134.586
1236,0.343,3,-11.116,0.0295,0.113,0.178,0.0673,78.328
1237,0.379,4,-7.52,0.0331,0.0856,0.129,0.878,157.291
1238,0.495,8,-12.941,0.0404,0.0332,0.237,0.376,137.105
1239,0.632,5,-5.938,0.0259,0.0,0.221,0.733,95.506
1240,0.593,11,-9.393,0.0541,0.000498,0.341,0.847,99.188
1241,0.569,8,-4.477,0.0574,0.0,0.0523,0.922,131.205
1242,0.277,6,-10.085,0.0338,0.776,0.208,0.177,148.868
1243,0.75,7,-8.72,0.0257,0.0135,0.0612,0.93,103.538
1244,0.613,0,-10.599,0.0598,0.0,0.185,0.733,79.735
1245,0.499,5,-10.508,0.0501,0.0286,0.2,0.339,80.086
1246,0.285,0,-5.544,0.0323,0.0138,0.327,0.237,123.38
1247,0.224,4,-5.831,0.063,0.0806,0.183,0.214,155.285
1248,0.529,1,-5.288,0.0283,0.142,0.135,0.253,112.461
1249,0.367,2,-10.02,0.0275,0.0,0.135,0.745,106.182
1250,0.478,5,-13.088,0.0306,2.34e-05,0.317,0.61,121.932
1251,0.759,0,-9.374,0.0345,0.0423,0.144,0.904,128.177
1252,0.313,7,-12.316,0.0282,0.00012,0.224,0.18,56.53
1253,0.642,6,-10.595,0.029,0.0,0.28,0.704,137.724
1254,0.443,2,-12.507,0.0359,0.0201,0.14,0.196,79.142
1255,0.697,6,-5.594,0.0384,1.29e-05,0.244,0.934,110.092
1256,0.558,1,-7.76,0.0604,0.371,0.118,0.45,128.274
1257,0.474,11,-15.049,0.0423,0.000212,0.213,0.773,118.362
1258,0.24,7,-4.296,0.0566,0.000152,0.624,0.395,99.779
1259,0.62,9,-5.814,0.0454,0.46,0.0429,0.559,143.001
1260,0.259,0,-4.488,0.0461,5.77e-06,0.0588,0.388,123.328
1261,0.61,2,-9.194,0.0287,2.18e-06,0.198,0.565,93.706
1262,0.703,7,-7.579,0.0376,0.0256,0.0959,0.218,122.921
1263,0.577,4,-13.142,0.0489,0.124,0.0722,0.737,168.009
1264,0.346,8,-9.48,0.0343,0.0,0.0659,0.665,142.148
1265,0.882,6,-4.027,0.124,0.00325,0.0501,0.746,97.963
1266,0.595,4,-4.812,0.0767,2.78e-06,0.278,0.876,146.75
1267,0.457,4,-16.838,0.0472,0.877,0.247,0.312,69.72
1268,0.782,5,-7.081,0.0489,0.0101,0.0887,0.882,104.975
1269,0.554,6,-6.236,0.0418,1.85e-05,0.117,0.204,118.24
1270,0.609,5,-13.409,0.0329,0.125,0.143,0.95,104.157
1271,0.484,6,-16.252,0.0288,0.00299,0.103,0.247,80.506
1272,0.458,1,-11.185,0.0368,1.67e-05,0.0992,0.375,125.189
1273,0.464,7,-11.692,0.0894,0.000669,0.0689,0.591,121.606
1274,0.628,5,-11.748,0.029,0.68,0.113,0.709,104.406
1275,0.5,2,-7.411,0.0543,0.0,0.238,0.858,115.052
1276,0.699,11,-10.483,0.0535,0.0,0.112,0.553,119.594
1277,0.315,0,-8.192,0.041,0.00241,0.133,0.961,181.329
1278,0.507,0,-12.732,0.0945,0.886,0.324,0.708,176.193
1279,0.39,5,-14.545,0.0676,0.0,0.379,0.584,177.515
1280,0.683,2,-9.034,0.0602,0.0105,0.0724,0.657,119.504
1281,0.611,2,-10.13,0.0531,0.733,0.203,0.525,102.799
1282,0.669,0,-7.996,0.0524,1.18e-05,0.521,0.739,132.588
1283,0.388,10,-10.054,0.0328,3.72e-06,0.248,0.477,177.784
1284,0.723,5,-9.066,0.0509,0.0,0.827,0.866,133.961
1285,0.546,1,-3.263,0.0639,2.73e-05,0.19,0.254,142.123
1286,0.326,11,-5.754,0.174,0.000979,0.198,0.521,164.984
1287,0.316,0,-5.283,0.0422,0.0,0.0928,0.127,122.507
1288,0.547,2,-5.569,0.137,5.01e-06,0.0585,0.525,113.678
1289,0.763,10,-6.472,0.229,0.0114,0.0817,0.504,93.857
1290,0.822,1,-10.234,0.164,3.95e-06,0.315,0.67,99.883
1291,0.732,11,-6.366,0.231,0.0,0.109,0.401,155.096
1292,0.708,5,-5.212,0.0768,0.0,0.157,0.772,125.067
1293,0.534,2,-5.898,0.0845,0.0264,0.0697,0.823,101.754
1294,0.526,0,-12.663,0.0341,6.75e-05,0.359,0.514,136.205
1295,0.534,5,-5.276,0.0343,2.77e-06,0.0988,0.45,124.05
1296,0.568,4,-8.862,0.0297,3.02e-06,0.492,0.71,124.37
1297,0.795,10,-7.217,0.0841,0.575,0.0894,0.785,108.701
1298,0.742,9,-13.788,0.0381,0.000131,0.0867,0.927,105.791
1299,0.602,0,-7.803,0.0243,0.0002,0.128,0.337,93.06
1300,0.901,9,-3.439,0.28,0.0,0.287,0.67,93.941
1301,0.35,1,-4.161,0.0438,0.0,0.177,0.104,114.64
1302,0.641,8,-6.393,0.0521,0.0,0.4,0.415,79.955
1303,0.741,0,-9.322,0.0321,0.0,0.124,0.818,90.185
1304,0.483,5,-17.748,0.0398,0.000224,0.105,0.363,164.322
1305,0.864,11,-6.827,0.101,0.0483,0.0595,0.327,98.815
1306,0.703,4,-12.849,0.0526,0.902,0.109,0.699,115.878
1307,0.773,2,-7.974,0.0338,0.0665,0.0887,0.943,136.183
1308,0.828,6,-8.637,0.0254,0.00333,0.0756,0.926,109.964
1309,0.475,8,-10.731,0.0336,2.54e-05,0.127,0.461,168.243
1310,0.72,9,-8.773,0.0723,0.00335,0.0932,0.953,144.376
1311,0.775,0,-12.676,0.0317,6.77e-06,0.0511,0.98,136.63
1312,0.319,1,-15.17,0.0297,5.84e-06,0.108,0.224,82.831
1313,0.483,0,-5.91,0.0593,0.0,0.321,0.842,170.72
1314,0.501,8,-6.821,0.0452,0.000463,0.0602,0.882,165.275
1315,0.732,11,-8.475,0.036,0.000229,0.069,0.663,87.016
1316,0.516,2,-10.762,0.0288,0.00957,0.0612,0.694,99.735
1317,0.635,0,-10.911,0.0555,0.00855,0.163,0.773,127.077
1318,0.476,11,-12.266,0.0573,0.0,0.333,0.953,166.674
1319,0.386,2,-5.955,0.0741,0.00991,0.325,0.775,135.642
1320,0.906,0,-8.003,0.0627,0.000232,0.168,0.969,103.476
1321,0.912,7,-7.018,0.0444,0.762,0.348,0.89,119.978
1322,0.918,8,-8.971,0.0498,0.000126,0.134,0.92,97.153
1323,0.767,7,-15.542,0.0618,0.000247,0.127,0.55,140.774
1324,0.402,2,-8.36,0.0386,0.00124,0.137,0.0631,73.721
1325,0.865,0,-6.932,0.0371,0.000115,0.0989,0.748,129.059
1326,0.365,8,-7.314,0.0712,4.33e-05,0.24,0.613,155.181
1327,0.458,7,-8.409,0.0346,0.0,0.759,0.898,145.708
1328,0.589,0,-12.021,0.0359,0.00157,0.0794,0.527,156.868
1329,0.253,4,-4.189,0.142,3.1e-05,0.639,0.25,162.374
1330,0.799,2,-5.682,0.0431,0.000188,0.0307,0.965,108.804
1331,0.41,5,-13.65,0.0372,0.00351,0.191,0.501,136.551
1332,0.656,0,-11.643,0.0574,0.0147,0.161,0.931,146.268
1333,0.735,4,-11.322,0.0337,0.00105,0.0875,0.855,117.962
1334,0.546,5,-13.989,0.0384,0.0,0.16,0.9,145.582
1335,0.534,5,-20.263,0.0404,0.0204,0.109,0.274,130.292
1336,0.546,9,-13.6,0.0436,0.000567,0.0383,0.574,151.727
