,Song,Artist,ID,Link,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
114,Paint It Black,The Rolling Stones,78Az0Z1vNJgqv9QSB0ULLV,https://open.spotify.com/track/78Az0Z1vNJgqv9QSB0ULLV,0.504,0.845,5,-7.799,0,0.0938,0.0419,0.359,0.736,159.508,224133,4
115,Video Games,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,https://open.spotify.com/track/0fBSs3fRoh1yJcne77fdu9,0.236,0.249,6,-9.595,0,0.0348,1e-06,0.087,0.181,72.847,281960,5
116,Rehab,Amy Winehouse,19z17doSqEhhm4aidrUHIB,https://open.spotify.com/track/19z17doSqEhhm4aidrUHIB,0.42,0.873,0,-2.963,1,0.0685,2.17e-06,0.568,0.728,72.858,213760,4
117,Rapper's Delight - Long Version,Various Artists,0RxphrRef802DdWKfTZiVG,https://open.spotify.com/track/0RxphrRef802DdWKfTZiVG,0.847,0.828,9,-8.51,1,0.296,0.0,0.393,0.884,111.045,873733,4
118,The Sound of Silence - Electric Version,Simon & Garfunkel,2YplrdHMBoRdnHgMeHEwHm,https://open.spotify.com/track/2YplrdHMBoRdnHgMeHEwHm,0.44,0.466,6,-9.712,1,0.0284,1.03e-06,0.118,0.543,107.744,185253,4
119,Fortunate Son,Creedence Clearwater Revival,7I2lPuuiOkpKtZlhr4zUpT,https://open.spotify.com/track/7I2lPuuiOkpKtZlhr4zUpT,0.648,0.678,0,-7.461,1,0.0392,0.00456,0.143,0.667,132.729,140773,4
120,Papa's Got A Brand New Bag - Pt. 1,Various Artists,3l1A0dujoxMkucGkNuq2Bu,https://open.spotify.com/track/3l1A0dujoxMkucGkNuq2Bu,0.761,0.787,4,-5.672,1,0.104,0.148,0.0826,0.89,130.311,126507,4
121,Bridge over Troubled Water,Simon & Garfunkel,5p9CQanQtvRtss7e4MiEGe,https://open.spotify.com/track/5p9CQanQtvRtss7e4MiEGe,0.316,0.199,3,-14.099,1,0.0275,0.000649,0.121,0.233,82.814,293547,4
122,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,2mKsPUojh602HvSeNt04CB,https://open.spotify.com/track/2mKsPUojh602HvSeNt04CB,0.649,0.673,1,-9.35,1,0.0638,0.0351,0.726,0.587,78.535,427800,4
123,Proud Mary,Creedence Clearwater Revival,2IpMp3t9JrTiyrEVy2WlbU,https://open.spotify.com/track/2IpMp3t9JrTiyrEVy2WlbU,0.699,0.641,2,-7.564,1,0.0289,0.000218,0.0601,0.728,120.745,187213,4
124,Every Breath You Take - Remastered 2003,The Police,5C0LFQARavkPpn7JgA4sLk,https://open.spotify.com/track/5C0LFQARavkPpn7JgA4sLk,0.82,0.452,1,-9.796,1,0.0348,0.00294,0.0701,0.74,117.401,253250,4
125,Maybellene - Single Version,Chuck Berry,0cSXmUJMM7RNgkjaFblWPt,https://open.spotify.com/track/0cSXmUJMM7RNgkjaFblWPt,0.757,0.761,0,-10.692,1,0.139,0.0,0.191,0.771,118.181,143240,4
126,A Whiter Shade Of Pale,Various Artists,4pMhwgF4a3R61AjEc9AbEh,https://open.spotify.com/track/4pMhwgF4a3R61AjEc9AbEh,0.305,0.548,0,-8.839,1,0.0336,0.000546,0.184,0.36,74.586,243800,4
127,Midnight City,M83,4kO7mrAPfqIrsKwUOK5BFx,https://open.spotify.com/track/4kO7mrAPfqIrsKwUOK5BFx,0.507,0.729,11,-5.399,0,0.0393,1.4e-06,0.0658,0.272,105.013,243960,4
128,Losing My Edge,LCD Soundsystem,1XlDNpWy8dyEljyRd0RC2J,https://open.spotify.com/track/1XlDNpWy8dyEljyRd0RC2J,0.769,0.959,5,-8.717,0,0.0634,0.631,0.331,0.893,116.168,473067,4
129,I'm So Lonesome I Could Cry - Single Version,Hank Williams,3l49MeO0nNZhBj1IfYWB5w,https://open.spotify.com/track/3l49MeO0nNZhBj1IfYWB5w,0.667,0.216,4,-12.918,1,0.0298,0.0025,0.132,0.659,111.088,166000,3
130,Eight Miles High,The Byrds,5v3utF8InHZKd8JZJK5rCx,https://open.spotify.com/track/5v3utF8InHZKd8JZJK5rCx,0.364,0.768,9,-10.492,1,0.0757,0.136,0.503,0.37,130.602,214640,4
131,Born Slippy (Nuxx),Underworld,1zsDbmrf4ZkjW5hsSsaDjO,https://open.spotify.com/track/1zsDbmrf4ZkjW5hsSsaDjO,0.576,0.953,10,-8.968,1,0.0362,0.49,0.474,0.303,140.042,456480,4
132,Great Balls Of Fire,Various Artists,4S9WWr42OEWNbA7SVt9xEY,https://open.spotify.com/track/4S9WWr42OEWNbA7SVt9xEY,0.563,0.508,10,-15.044,1,0.0638,0.0,0.526,0.849,79.436,110867,4
133,Green Onions,Booker T. & the M.G.'s,6KKcey1w86oP0qxN8frbfD,https://open.spotify.com/track/6KKcey1w86oP0qxN8frbfD,0.788,0.38,10,-15.179,1,0.0346,0.906,0.102,0.892,138.205,167385,4
134,Maps,Yeah Yeah Yeahs,2hxV5yGCr1nIp5bQBxXL13,https://open.spotify.com/track/2hxV5yGCr1nIp5bQBxXL13,0.523,0.939,7,-5.972,1,0.0619,0.201,0.544,0.164,119.839,219760,4
135,Umbrella,Rihanna,2Y2ud3awMZHDxOCpDebiv3,https://open.spotify.com/track/2Y2ud3awMZHDxOCpDebiv3,0.583,0.829,1,-4.603,1,0.134,0.0,0.0426,0.575,174.028,275987,4
136,She Loves You - Remastered,The Beatles,3MbjEDPm5qtuJxiC86PWKy,https://open.spotify.com/track/3MbjEDPm5qtuJxiC86PWKy,0.391,0.87,7,-5.939,1,0.0437,0.0,0.154,0.924,75.546,141333,4
137,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,5cP52DlDN9yryuZVQDg3iq,https://open.spotify.com/track/5cP52DlDN9yryuZVQDg3iq,0.704,0.834,10,-7.131,0,0.0358,0.00492,0.147,0.923,103.555,285373,4
138,Tangled up in Blue,Bob Dylan,6Vcwr9tb3ZLO63F8DL8cqu,https://open.spotify.com/track/6Vcwr9tb3ZLO63F8DL8cqu,0.421,0.661,9,-13.126,1,0.0433,1.16e-06,0.0962,0.554,100.965,341627,4
139,Maggie May,Rod Stewart,2LpirOWiA4eslLRuPpQT7V,https://open.spotify.com/track/2LpirOWiA4eslLRuPpQT7V,0.605,0.574,2,-10.536,1,0.0377,0.113,0.0684,0.543,129.449,350267,4
140,Will You Still Love Me Tomorrow,Various Artists,1tbqS3srsMbxzCZqTWuq1B,https://open.spotify.com/track/1tbqS3srsMbxzCZqTWuq1B,0.574,0.44,0,-7.847,1,0.0314,3.36e-05,0.302,0.648,136.927,163773,4
141,Seasons (Waiting On You),Future Islands,41X9To0bQ4fpoSRri4NHiI,https://open.spotify.com/track/41X9To0bQ4fpoSRri4NHiI,0.498,0.721,10,-5.232,1,0.0282,0.7,0.0933,0.589,140.027,226440,4
142,Creep,Radiohead,3HfB5hBU0dmBt8T0iCmH42,https://open.spotify.com/track/3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,7,-13.057,1,0.035,0.000473,0.115,0.126,91.834,235667,4
143,Be-Bop-A-Lula,Gene Vincent,0TMrV95mP7sDlvbE4iVfKP,https://open.spotify.com/track/0TMrV95mP7sDlvbE4iVfKP,0.607,0.561,9,-10.099,1,0.0425,0.0,0.298,0.841,127.638,157207,3
144,Paranoid,Black Sabbath,3L8WgDYS5TtwbyxOPSAiFf,https://open.spotify.com/track/3L8WgDYS5TtwbyxOPSAiFf,0.418,0.668,6,-11.297,0,0.082,0.00113,0.173,0.379,162.663,167933,4
145,Heart Of Glass [24-Bit Digitally Remastered 01],Blondie,5XJ1J9QPxaOzdpkGxKU4lA,https://open.spotify.com/track/5XJ1J9QPxaOzdpkGxKU4lA,0.662,0.633,9,-7.793,1,0.0433,0.0233,0.0689,0.657,115.007,350240,4
146,Kashmir - 1990 Remaster,Led Zeppelin,2nVHqZbOGkKWzlcy1aMbE7,https://open.spotify.com/track/2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,2,-11.166,1,0.0427,4.22e-05,0.155,0.581,80.617,508200,3
147,Walk This Way (feat. Aerosmith),Run–D.M.C.,6qUEOWqOzu1rLPUPQ1ECpx,https://open.spotify.com/track/6qUEOWqOzu1rLPUPQ1ECpx,0.761,0.711,9,-7.989,1,0.0604,0.000101,0.0652,0.947,105.448,310387,4
148,Like a Prayer,Madonna,2v7ywbUzCgcVohHaKUcacV,https://open.spotify.com/track/2v7ywbUzCgcVohHaKUcacV,0.66,0.629,5,-12.359,1,0.0387,7.3e-05,0.172,0.324,111.926,340867,4
149,Marquee Moon - 2003 Remaster,Television,3MWdMCAIFPzcIUdiEi8Pao,https://open.spotify.com/track/3MWdMCAIFPzcIUdiEi8Pao,0.494,0.657,7,-7.543,1,0.0397,0.449,0.0849,0.737,118.194,645000,4
150,Hotline Bling,Drake,6nmz4imkDcmtwMjocAzFSx,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx,0.896,0.623,2,-8.008,1,0.0571,0.000258,0.039,0.585,134.962,267024,4
151,Live Forever,Oasis,6etTGUYDxGHcqHYI4xBr1w,https://open.spotify.com/track/6etTGUYDxGHcqHYI4xBr1w,0.143,0.781,9,-5.442,0,0.0354,7.09e-06,0.371,0.229,90.063,276867,4
152,Time to Pretend,MGMT,4iG2gAwKXsOcijVaVXzRPW,https://open.spotify.com/track/4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,0.0777,0.3,0.421,100.99,261000,3
153,When a Man Loves a Woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.0755,0.122,0.205,97.398,173867,3
154,Brown Sugar,The Rolling Stones,6QXZVvqweO3l0NXcACcAVn,https://open.spotify.com/track/6QXZVvqweO3l0NXcACcAVn,0.65,0.831,0,-6.721,1,0.031,0.00032,0.0773,0.965,128.56,229760,4
155,"Over the Rainbow (From ""The Wizard of Oz"")",Harold Arlen,7cOQppvulvrcnqeVk1y6WC,https://open.spotify.com/track/7cOQppvulvrcnqeVk1y6WC,0.244,0.0447,8,-21.155,1,0.0409,0.000137,0.15,0.226,81.165,166467,4
156,Tomorrow Never Knows - Remastered,The Beatles,0agoaPIy92gPZ6zRhqXarE,https://open.spotify.com/track/0agoaPIy92gPZ6zRhqXarE,0.38,0.829,5,-6.105,1,0.0405,0.00208,0.342,0.0534,125.887,179547,4
157,This Land is Your Land,Woody Guthrie,7CNaYAdLyi86kofGafReiT,https://open.spotify.com/track/7CNaYAdLyi86kofGafReiT,0.497,0.0919,3,-15.685,1,0.0704,0.00214,0.133,0.548,206.431,139693,4
158,"Oh, Pretty Woman",Various Artists,1hzJNnXtVKQ6BVyfDFSk1R,https://open.spotify.com/track/1hzJNnXtVKQ6BVyfDFSk1R,0.693,0.488,6,-14.338,0,0.0346,4.72e-06,0.0985,0.97,125.34,178787,4
159,Jailhouse Rock,Elvis Presley,0PiZTZafJR0LtG3g19BUze,https://open.spotify.com/track/0PiZTZafJR0LtG3g19BUze,0.654,0.619,10,-8.562,0,0.0818,1.08e-06,0.0608,0.9,166.841,146413,4
160,Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,69yVxyuRahEzs2taFMVVoO,https://open.spotify.com/track/69yVxyuRahEzs2taFMVVoO,0.495,0.933,11,-3.977,1,0.395,0.0,0.503,0.815,173.414,277400,4
161,I Bet You Look Good On The Dancefloor,Arctic Monkeys,0S7zL7ae0KpOSPKeFQpHo8,https://open.spotify.com/track/0S7zL7ae0KpOSPKeFQpHo8,0.535,0.948,6,-4.19,0,0.0356,0.0,0.376,0.778,103.183,173680,4
162,Like a Virgin,Madonna,1ZPlNanZsJSPK5h9YZZFbZ,https://open.spotify.com/track/1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.00197,0.0685,0.97,119.747,218627,4
163,Into the Groove,Madonna,2m0M7YqCy4lXfedh18qd8N,https://open.spotify.com/track/2m0M7YqCy4lXfedh18qd8N,0.729,0.856,10,-4.164,0,0.035,0.00832,0.0691,0.804,116.467,285093,4
164,Let It Happen,Tame Impala,2X485T9Z5Ly0xyaghN73ed,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.0266,0.111,0.577,125.012,467587,4
165,Cranes in the Sky,Solange,48EjSdYh8wz2gBxxqzrsLe,https://open.spotify.com/track/48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,6,-5.972,1,0.045,0.000147,0.235,0.465,96.988,250973,4
166,Song 2 - 2012 Remaster,Blur,1FTSo4v6BOZH9QxKc3MbVM,https://open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,1,0.0676,0.00708,0.0753,0.918,129.802,121160,4
167,Purple Rain,Prince,78tohUCFtANyQCWrbGgHMH,https://open.spotify.com/track/78tohUCFtANyQCWrbGgHMH,0.371,0.532,10,-8.736,1,0.0315,0.00591,0.677,0.183,112.923,527827,4
168,Wuthering Heights,Kate Bush,5YSI1311X8t31PBjkBG4CZ,https://open.spotify.com/track/5YSI1311X8t31PBjkBG4CZ,0.481,0.392,1,-11.381,1,0.0312,0.0452,0.124,0.52,124.572,269067,4
169,Born In The U.S.A.,Bruce Springsteen,310epXrlbXmfGcD1qSdgVV,https://open.spotify.com/track/310epXrlbXmfGcD1qSdgVV,0.397,0.861,4,-12.156,1,0.0569,2.49e-05,0.35,0.512,121.856,278827,4
170,Kids,MGMT,1jJci4qxiYcOHhQR247rEU,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU,0.451,0.931,9,-3.871,1,0.0719,0.0049,0.361,0.172,122.961,302840,4
171,"Nuthin' But A ""G"" Thang",Dr. Dre,4YtoipFgf4k0AfD17ZfD5X,https://open.spotify.com/track/4YtoipFgf4k0AfD17ZfD5X,0.801,0.699,11,-8.18,0,0.279,0.0,0.146,0.655,94.605,238467,4
172,Peggy Sue - Single Version,Buddy Holly,3iJWxZYv5FNcfGcOdgbq2P,https://open.spotify.com/track/3iJWxZYv5FNcfGcOdgbq2P,0.659,0.515,9,-7.912,1,0.0296,0.0,0.179,0.602,149.126,150067,4
173,White Rabbit,Jefferson Airplane,4vpeKl0vMGdAXpZiQB2Dtd,https://open.spotify.com/track/4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.000273,0.0864,0.322,106.798,150640,4
174,Kiss,Prince,62LJFaYihsdVrrkgUOJC05,https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.00138,0.0461,0.742,111.485,226240,4
175,Sunday Bloody Sunday,U2,7HywFD7N4q5LsLCs3gYQHQ,https://open.spotify.com/track/7HywFD7N4q5LsLCs3gYQHQ,0.543,0.936,6,-8.85,1,0.0505,0.000662,0.0446,0.752,101.678,276573,4
176,Psycho Killer - 2005 Remaster,Talking Heads,1i6N76fftMZhijOzFQ5ZtL,https://open.spotify.com/track/1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.00545,0.127,0.942,123.118,261413,4
177,Tainted Love,Soft Cell,0cGG2EouYCEEC3xfa0tDFV,https://open.spotify.com/track/0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0,-8.284,0,0.0376,0.0,0.26,0.623,144.438,153800,4
178,Little Red Corvette,Prince,4iozhXt27eMl39W5z7R8H6,https://open.spotify.com/track/4iozhXt27eMl39W5z7R8H6,0.748,0.746,1,-9.721,1,0.111,3.31e-05,0.632,0.709,123.144,296907,4
179,Family Affair - Single Version,Sly & The Family Stone,2GVEs1sn5Q1jB1976vQoAX,https://open.spotify.com/track/2GVEs1sn5Q1jB1976vQoAX,0.819,0.605,2,-13.83,0,0.132,0.0163,0.199,0.797,108.892,185533,4
180,Can't Get You out of My Head,Kylie Minogue,7MoKXLQeI0Bh2QodCjDO4K,https://open.spotify.com/track/7MoKXLQeI0Bh2QodCjDO4K,0.766,0.563,9,-7.516,0,0.0339,0.683,0.115,0.964,126.007,230640,4
181,Honky Tonk Women - Mono Version,The Rolling Stones,7y0ZB9dSu73TQOnr44j5l2,https://open.spotify.com/track/7y0ZB9dSu73TQOnr44j5l2,0.558,0.71,7,-8.521,1,0.0621,0.0144,0.0838,0.963,120.435,179693,4
182,Your Best American Girl,Mitski,172rW45GEnGoJUuWfm1drt,https://open.spotify.com/track/172rW45GEnGoJUuWfm1drt,0.36,0.257,7,-9.655,1,0.0315,0.00512,0.226,0.13,76.972,212184,4
183,Autobahn - 2009 Remaster,Kraftwerk,31uidLEHAcF8Cw1cX1VCS8,https://open.spotify.com/track/31uidLEHAcF8Cw1cX1VCS8,0.333,0.497,2,-15.606,1,0.0366,0.872,0.129,0.113,81.681,1367093,4
184,My Girls,Animal Collective,0CuLJepOW0kzYtYekz6MIu,https://open.spotify.com/track/0CuLJepOW0kzYtYekz6MIu,0.511,0.95,4,-6.057,0,0.0811,0.0514,0.902,0.537,119.973,342787,4
185,Eleanor Rigby - Remastered,The Beatles,77f3aNeabAbOaSB32Sd5QE,https://open.spotify.com/track/77f3aNeabAbOaSB32Sd5QE,0.581,0.28,4,-9.091,0,0.0381,1.56e-05,0.305,0.813,137.831,126533,4
186,Get It On,T. Rex,587BJ6M8X7OjS9YWtm26fU,https://open.spotify.com/track/587BJ6M8X7OjS9YWtm26fU,0.73,0.867,2,-6.818,1,0.0601,0.759,0.222,0.903,126.431,265636,4
187,There She Goes,The La's,4c6vZqYHFur11FbWATIJ9P,https://open.spotify.com/track/4c6vZqYHFur11FbWATIJ9P,0.533,0.761,7,-10.632,1,0.0298,0.829,0.207,0.917,122.777,162187,4
188,Help! - Remastered,The Beatles,5ou2BiQ9FxIYkxsYvYHpAT,https://open.spotify.com/track/5ou2BiQ9FxIYkxsYvYHpAT,0.534,0.725,6,-7.576,0,0.0332,0.0,0.0994,0.763,95.003,139560,4
189,House Of Jealous Lovers,The Rapture,2XkxuIBdRY85ZbtRKVlGWq,https://open.spotify.com/track/2XkxuIBdRY85ZbtRKVlGWq,0.729,0.761,1,-4.277,1,0.0354,0.368,0.308,0.763,130.007,304787,4
190,Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,1,0.0297,0.000198,0.0789,0.767,104.042,193051,4
191,Le Freak,CHIC,28NBmftocOzTPEb6OYA9fW,https://open.spotify.com/track/28NBmftocOzTPEb6OYA9fW,0.867,0.746,7,-7.445,1,0.0475,0.0,0.123,0.933,118.616,327573,4
192,Won't Get Fooled Again - Original Album Version,The Who,7iLGljK0LNpGamQQEOuCRC,https://open.spotify.com/track/7iLGljK0LNpGamQQEOuCRC,0.686,0.92,2,-6.231,1,0.0566,0.27,0.0807,0.225,135.027,511400,4
193,In My Life - Remastered,The Beatles,5QqdvVeYLL1xvZ1ndUjxnO,https://open.spotify.com/track/5QqdvVeYLL1xvZ1ndUjxnO,0.688,0.435,9,-11.359,1,0.0323,0.0,0.113,0.435,103.239,146333,4
194,Hurt,Johnny Cash,1med9ijNdCwxnyS8vBpfhR,https://open.spotify.com/track/1med9ijNdCwxnyS8vBpfhR,0.536,0.4,9,-7.717,0,0.0263,0.000906,0.0841,0.146,90.32,218533,4
195,Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.0,0.0771,0.613,94.948,270507,4
196,Walk on By,Dionne Warwick,4FWBg11d45wVswR21jDz4l,https://open.spotify.com/track/4FWBg11d45wVswR21jDz4l,0.687,0.454,5,-6.273,1,0.0298,4.98e-05,0.0796,0.623,98.967,175533,4
197,Folsom Prison Blues,Johnny Cash,6bXsnQ8laHa6cVK1JO9dmg,https://open.spotify.com/track/6bXsnQ8laHa6cVK1JO9dmg,0.726,0.463,5,-11.702,1,0.0269,6.19e-05,0.0909,0.846,99.998,168640,4
198,Sign 'O' the Times - Single Version,Prince,5lHWWhuRtSBKfH2xS6YAUD,https://open.spotify.com/track/5lHWWhuRtSBKfH2xS6YAUD,0.825,0.393,10,-10.875,0,0.0771,0.000905,0.0609,0.62,98.94,223507,4
199,bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.13,0.1,0.562,135.128,194088,4
200,Teenage Kicks,The Undertones,0D82ptaLlMYUOZ0XzggIDt,https://open.spotify.com/track/0D82ptaLlMYUOZ0XzggIDt,0.41,0.737,2,-8.07,1,0.0426,0.0,0.197,0.555,134.991,148187,4
201,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0.137,0.0,0.354,0.549,120.024,225773,4
202,Blowin' in the Wind,Bob Dylan,18GiV1BaXzPVYpp9rmOg0E,https://open.spotify.com/track/18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,2.32e-05,0.0605,0.44,174.874,165427,4
203,I Walk The Line - Single Version,Various Artists,7kIDzcFzCSaPLOi4ZMt2Bx,https://open.spotify.com/track/7kIDzcFzCSaPLOi4ZMt2Bx,0.863,0.382,10,-14.34,1,0.0464,0.00103,0.109,0.744,105.766,163027,4
204,Brown Eyed Girl,Van Morrison,4B2jOTUZBnlrjLHK1ertFR,https://open.spotify.com/track/4B2jOTUZBnlrjLHK1ertFR,0.496,0.586,7,-10.991,1,0.0353,0.0,0.332,0.899,148.882,183520,4
205,Blueberry Hill,Fats Domino,5A6A0md0TDTXHyJK8IQaUy,https://open.spotify.com/track/5A6A0md0TDTXHyJK8IQaUy,0.534,0.435,11,-9.801,1,0.0272,0.0,0.0983,0.712,136.895,143733,3
206,Planet Rock,Afrika Bambaataa,5ZSDLOVEhZlvqcI6ELAT44,https://open.spotify.com/track/5ZSDLOVEhZlvqcI6ELAT44,0.915,0.807,6,-9.636,0,0.13,0.000122,0.201,0.708,127.35,319960,4
207,Crazy,Various Artists,5wlbrXx1qY5WM5HAwCSgto,https://open.spotify.com/track/5wlbrXx1qY5WM5HAwCSgto,0.57,0.129,10,-15.559,1,0.033,0.0,0.0766,0.346,70.062,164880,3
208,Bo Diddley,Bo Diddley,1R6k1skdwW1h6pMiO7Vs28,https://open.spotify.com/track/1R6k1skdwW1h6pMiO7Vs28,0.807,0.874,0,-5.808,1,0.0487,0.0,0.334,0.617,105.677,151371,4
209,Subterranean Homesick Blues,Bob Dylan,6k9DUKMJpWvu6eFG3O64Lg,https://open.spotify.com/track/6k9DUKMJpWvu6eFG3O64Lg,0.576,0.727,4,-9.973,0,0.05,0.0,0.324,0.751,173.854,141293,4
210,Mr. Brightside,The Killers,0eGsygTp906u18L0Oimnem,https://open.spotify.com/track/0eGsygTp906u18L0Oimnem,0.351,0.928,1,-3.71,1,0.0759,0.0,0.0988,0.239,148.03,222076,4
211,People Get Ready - Single Version,Curtis Mayfield,1MlXd4giftxXZgeMItb3PQ,https://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ,0.423,0.227,1,-15.978,1,0.0414,0.000242,0.246,0.37,143.346,157480,3
212,Virginia Plain,Roxy Music,5ZgNecJcN9SSopnmCTlpXs,https://open.spotify.com/track/5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,6,-7.823,1,0.0351,3.94e-05,0.293,0.579,131.197,178376,4
213,Runaway,Various Artists,0uxu2GzsOMGNZ7C1ul84Mf,https://open.spotify.com/track/0uxu2GzsOMGNZ7C1ul84Mf,0.527,0.791,10,-1.869,1,0.035,8.63e-06,0.129,0.847,150.04,138587,4
214,Baba O'Riley,The Who,2KmEgiY8fQs0G6WNxtzQKr,https://open.spotify.com/track/2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,5,-8.367,1,0.0352,0.185,0.287,0.15,117.292,300400,4
215,Go Your Own Way,Fleetwood Mac,0FeCO85RKW8fDRytwXof2x,https://open.spotify.com/track/0FeCO85RKW8fDRytwXof2x,0.597,0.812,5,-12.062,1,0.0315,0.00106,0.102,0.823,135.68,218400,4
216,Two Weeks,FKA twigs,2UYJqglnOMTvRcqQLNcjjf,https://open.spotify.com/track/2UYJqglnOMTvRcqQLNcjjf,0.48,0.717,0,-6.663,1,0.23,0.000685,0.0814,0.335,109.756,247547,4
217,(White Man) In Hammersmith Palais,The Clash,2yqO0jNSklB5IWbW38IMGF,https://open.spotify.com/track/2yqO0jNSklB5IWbW38IMGF,0.654,0.753,4,-5.323,1,0.0441,2.81e-06,0.0491,0.757,102.743,239747,4
218,(Don't Fear) The Reaper,Blue Öyster Cult,5oI1A8G8jH5rxt35dPiHIB,https://open.spotify.com/track/5oI1A8G8jH5rxt35dPiHIB,0.368,0.928,9,-8.369,0,0.0593,0.00111,0.301,0.532,141.175,308440,4
219,Penny Lane - Remastered,The Beatles,5RStjc42UAYI2NMY3cYpgz,https://open.spotify.com/track/5RStjc42UAYI2NMY3cYpgz,0.651,0.488,9,-8.22,1,0.0316,0.026,0.136,0.49,113.038,180893,4
220,Smoke On the Water,Deep Purple,6EjVUVKA4VmQuVJCzlS7yN,https://open.spotify.com/track/6EjVUVKA4VmQuVJCzlS7yN,0.598,0.676,0,-9.211,1,0.0279,0.225,0.112,0.805,114.169,340742,4
221,Toxic,Britney Spears,4VWvhAyaJ86K2Bq4YZwIVu,https://open.spotify.com/track/4VWvhAyaJ86K2Bq4YZwIVu,0.778,0.845,5,-3.958,0,0.117,0.0215,0.227,0.918,143.025,198800,4
222,Roadrunner (Twice),The Modern Lovers,5DjzZyOpbVhryv3r59T43w,https://open.spotify.com/track/5DjzZyOpbVhryv3r59T43w,0.462,0.831,2,-6.548,1,0.0355,6.97e-05,0.125,0.863,75.541,245453,4
223,Don't You Want Me,The Human League,3L7RtEcu1Hw3OXrpnthngx,https://open.spotify.com/track/3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.0,0.214,0.958,117.656,236920,4
224,Bad Girls,M.I.A.,5G6aQWH215hCxdhfCqI7XB,https://open.spotify.com/track/5G6aQWH215hCxdhfCqI7XB,0.635,0.935,1,-2.157,1,0.0867,0.0,0.0901,0.347,143.432,228280,4
225,Changes - 1999 Remastered Version,David Bowie,1UBilOBSTjHxFBpsHNfykQ,https://open.spotify.com/track/1UBilOBSTjHxFBpsHNfykQ,0.537,0.355,0,-11.241,1,0.0363,0.0,0.132,0.39,113.994,214573,4
226,Don't Stop 'Til You Get Enough,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,11,-9.875,1,0.089,0.0461,0.183,0.947,118.881,365467,4
227,Let It Be - Remastered,The Beatles,5V1AHQugSTASVez5ffJtFo,https://open.spotify.com/track/5V1AHQugSTASVez5ffJtFo,0.443,0.403,0,-8.339,1,0.0322,0.0,0.111,0.41,143.462,243027,4
228,Don't Be Cruel,Elvis Presley,1NcPWpEiIKiTxc4kbURkSx,https://open.spotify.com/track/1NcPWpEiIKiTxc4kbURkSx,0.717,0.564,2,-11.696,1,0.14,4.04e-05,0.103,0.884,84.538,123347,4
229,Papa Was A Rollin' Stone - Single Version,Various Artists,5qf5RkyeFIwPdHrftXnOLq,https://open.spotify.com/track/5qf5RkyeFIwPdHrftXnOLq,0.754,0.592,5,-8.808,0,0.0683,0.0153,0.0675,0.835,120.283,411360,4
