,Song,Artist,ID,Link,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
0,Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,https://open.spotify.com/track/3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0,-6.839,1,0.0321,0.0,0.189,0.557,95.263,369600,4
1,Smells Like Teen Spirit,Nirvana,3oTlkzk1OtrhH8wBAduVEi,https://open.spotify.com/track/3oTlkzk1OtrhH8wBAduVEi,0.485,0.863,1,-9.027,1,0.0495,0.0162,0.138,0.767,116.835,300977,4
2,A Day In The Life - Remastered,The Beatles,3ZFBeIyP41HhnALjxWy1pR,https://open.spotify.com/track/3ZFBeIyP41HhnALjxWy1pR,0.364,0.457,4,-14.162,0,0.0675,0.000106,0.922,0.175,163.219,337413,4
3,Good Vibrations (Mono),The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,https://open.spotify.com/track/5Qt4Cc66g24QWwGP3YYV9y,0.398,0.413,1,-10.934,1,0.0388,2.54e-05,0.0891,0.331,133.574,219147,4
4,Johnny B Goode,Chuck Berry,7MH2ZclofPlTrZOkPzZKhK,https://open.spotify.com/track/7MH2ZclofPlTrZOkPzZKhK,0.518,0.756,10,-10.851,1,0.0915,6.2e-05,0.317,0.968,166.429,160893,4
5,Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,2.2e-05,0.0546,0.965,114.95,147600,4
6,Be My Baby,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,https://open.spotify.com/track/2G2YzndIA6jeWFPBXhUjh5,0.511,0.769,4,-7.032,1,0.042,0.0,0.0921,0.818,129.657,160907,4
7,What's Going On,Marvin Gaye,0UAu4pJ44T9X2AmaUh1hHO,https://open.spotify.com/track/0UAu4pJ44T9X2AmaUh1hHO,0.282,0.716,1,-9.632,0,0.0985,0.0,0.399,0.83,201.958,233000,4
8,I Heard It Through The Grapevine,Marvin Gaye,27m1soUndRthrAA1ediOXn,https://open.spotify.com/track/27m1soUndRthrAA1ediOXn,0.729,0.324,8,-13.017,0,0.0393,0.0,0.101,0.679,116.855,195267,4
9,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,7fSGbZLhWlAiCC3HDPAULu,https://open.spotify.com/track/7fSGbZLhWlAiCC3HDPAULu,0.725,0.853,2,-7.842,1,0.0353,0.127,0.196,0.904,136.282,222813,4
10,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0158,0.0359,0.847,117.046,293827,4
11,Heartbreak Hotel,Elvis Presley,3T99MhhnbWTqo0Bj5lyuP8,https://open.spotify.com/track/3T99MhhnbWTqo0Bj5lyuP8,0.688,0.223,4,-11.476,1,0.0619,2.1e-06,0.0974,0.701,93.551,128040,4
12,Born to Run,Bruce Springsteen,4mC6yZvp9zfzp21IuLAPGD,https://open.spotify.com/track/4mC6yZvp9zfzp21IuLAPGD,0.253,0.868,4,-9.773,1,0.073,0.0,0.214,0.68,146.647,269200,4
13,My Generation - Original Mono Version,The Who,6UdCTwbVAvNqbWyZKZiRWL,https://open.spotify.com/track/6UdCTwbVAvNqbWyZKZiRWL,0.332,0.822,0,-6.558,0,0.0988,9.33e-05,0.161,0.745,96.253,197320,4
14,Love Will Tear Us Apart,Joy Division,2JO3HwMRPeya8bXbtbyPcf,https://open.spotify.com/track/2JO3HwMRPeya8bXbtbyPcf,0.443,0.956,2,-6.198,1,0.0511,0.825,0.135,0.909,146.754,206867,4
15,God Only Knows - Mono / 1997 Remastered,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,https://open.spotify.com/track/6iGU74CwXuT4XVepjc9Emf,0.521,0.487,6,-7.525,0,0.0299,0.0,0.0579,0.483,117.072,173040,4
16,(Sittin' On) the Dock of the Bay,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,https://open.spotify.com/track/4Y4Gd3ty8uut6Qw43c7yJc,0.484,0.312,2,-13.522,1,0.0535,1.65e-06,0.0601,0.598,205.981,166827,4
17,Hey Ya! - Radio Mix / Club Mix,Outkast,5WQ1hIc5d2EVbRQ8qsj8Uh,https://open.spotify.com/track/5WQ1hIc5d2EVbRQ8qsj8Uh,0.719,0.967,0,-2.435,1,0.0552,0.000249,0.206,0.964,79.505,235213,4
18,Anarchy In The UK - Remastered 2012,Sex Pistols,3JS4Guc7Hld2JomrBybQIt,https://open.spotify.com/track/3JS4Guc7Hld2JomrBybQIt,0.359,0.949,0,-7.649,1,0.101,0.000396,0.236,0.212,134.118,212480,4
19,Paper Planes,M.I.A.,5QlGALr14YMN0xIDmIwleg,https://open.spotify.com/track/5QlGALr14YMN0xIDmIwleg,0.541,0.854,2,-6.196,1,0.155,0.000125,0.651,0.454,86.044,205200,4
20,London Calling,The Clash,5BXoDYim9Upsv8dsuSJQPa,https://open.spotify.com/track/5BXoDYim9Upsv8dsuSJQPa,0.653,0.797,0,-6.958,1,0.048,0.0,0.0847,0.726,133.725,199733,4
21,Sympathy For The Devil,The Rolling Stones,4sFbojhVXQv7dBC9PVCcRn,https://open.spotify.com/track/4sFbojhVXQv7dBC9PVCcRn,0.566,0.673,9,-10.814,1,0.306,1.13e-06,0.0438,0.583,114.385,377747,4
22,Strawberry Fields Forever - Remastered,The Beatles,5EuraV2jbqB15ihd3d2Hex,https://open.spotify.com/track/5EuraV2jbqB15ihd3d2Hex,0.39,0.502,10,-12.277,1,0.178,0.000138,0.0713,0.289,97.871,247320,4
23,Tutti Frutti,Little Richard,3Os0VNtvEnRFlXSK5dvOFu,https://open.spotify.com/track/3Os0VNtvEnRFlXSK5dvOFu,0.532,0.591,0,-3.81,0,0.0591,0.0,0.0647,0.962,184.4,146640,4
24,Stairway To Heaven,Led Zeppelin,0AJ62x1CXjJf3VW25CeZXa,https://open.spotify.com/track/0AJ62x1CXjJf3VW25CeZXa,0.346,0.335,7,-12.453,1,0.0339,0.00674,0.185,0.213,84.204,478173,4
25,The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,5DuTNKFEjJIySAyJH1yNDU,https://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU,0.947,0.607,10,-10.58,0,0.202,4.76e-06,0.0861,0.732,100.619,431800,4
26,What'd I Say,Ray Charles & Friends,21WrPeWVmWWBAx0dXYck9L,https://open.spotify.com/track/21WrPeWVmWWBAx0dXYck9L,0.506,0.618,4,-11.278,1,0.0708,2.31e-05,0.248,0.789,89.023,386560,4
27,Imagine - Remastered 2010,John Lennon,7pKfPomDEeI4TPT6EOYjn9,https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.183,0.0935,0.169,75.752,187867,4
28,A Change Is Gonna Come,Sam Cooke,0RFKuagqUgR4X8C1QneCCq,https://open.spotify.com/track/0RFKuagqUgR4X8C1QneCCq,0.214,0.4,10,-10.042,1,0.0342,0.0,0.325,0.508,169.683,191160,3
29,Heroes - 1999 Remaster,David Bowie,5j6ZZwA9BnxZi5Bk0Ng4jB,https://open.spotify.com/track/5j6ZZwA9BnxZi5Bk0Ng4jB,0.478,0.774,7,-6.977,1,0.0292,0.585,0.191,0.429,112.577,370373,4
30,When Doves Cry,Prince,51H2y6YrNNXcy3dfc3qSbA,https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,4.45e-05,0.443,0.84,126.47,352906,4
31,Superstition,Stevie Wonder,1kryOQS9FQDsbYY4db5zS5,https://open.spotify.com/track/1kryOQS9FQDsbYY4db5zS5,0.609,0.657,1,-11.496,1,0.0695,0.00221,0.071,0.872,100.607,266160,4
32,Common People,Pulp,0LEoCPq4QlV2h41Fm5ENJ3,https://open.spotify.com/track/0LEoCPq4QlV2h41Fm5ENJ3,0.319,0.839,0,-7.341,1,0.0404,7.99e-05,0.0764,0.538,144.938,350373,4
33,Gimme Shelter,The Rolling Stones,1dv3ePjze9tPq2pk8eWJdR,https://open.spotify.com/track/1dv3ePjze9tPq2pk8eWJdR,0.63,0.616,1,-8.128,0,0.0309,0.0408,0.173,0.509,118.65,270773,4
34,Strange Fruit,Billie Holiday,2sq8Rz7pspqExxUF0gPaJ7,https://open.spotify.com/track/2sq8Rz7pspqExxUF0gPaJ7,0.304,0.104,10,-15.835,0,0.0313,0.000291,0.177,0.0608,81.02,189360,3
35,You Really Got Me,The Kinks,4CZn7RvBSLun4ropg0UNZV,https://open.spotify.com/track/4CZn7RvBSLun4ropg0UNZV,0.571,0.908,1,-8.208,1,0.0907,1.19e-06,0.0802,0.958,137.43,133573,4
36,Crazy In Love (feat. Jay-Z),Beyoncé,5IVuqXILoxVWvWEPm82Jxr,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.0,0.0715,0.681,99.165,236133,4
37,Seven Nation Army,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,https://open.spotify.com/track/3m6KkYKdnbffMpGd9Pm9FP,0.745,0.466,4,-7.62,0,0.0864,0.35,0.272,0.303,123.889,231920,4
38,Losing My Religion,R.E.M.,74EV0g12ihUoOUXMprFpZB,https://open.spotify.com/track/74EV0g12ihUoOUXMprFpZB,0.672,0.841,9,-5.992,0,0.0285,0.0,0.135,0.82,125.437,267733,4
39,God Save The Queen,Sex Pistols,2mHchPRtQWet3iIS3jANr1,https://open.spotify.com/track/2mHchPRtQWet3iIS3jANr1,0.304,0.901,9,-7.756,1,0.0602,0.000376,0.158,0.541,147.199,199453,4
40,Bohemian Rhapsody - Remastered 2011,Queen,1AhDOtG9vPSOmsWgNW0BEY,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.0,0.3,0.224,71.105,354320,4
41,Blue Monday,New Order,6tzeMSH4TRGBTzdNvbF5hr,https://open.spotify.com/track/6tzeMSH4TRGBTzdNvbF5hr,0.757,0.758,0,-7.873,1,0.0512,0.831,0.112,0.918,130.505,447013,4
42,Purple Haze,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,https://open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,1,0.0754,0.578,0.0698,0.486,108.9,170813,4
43,Louie Louie,The Kingsmen,0iA3xXSkSCiJywKyo1UKjQ,https://open.spotify.com/track/0iA3xXSkSCiJywKyo1UKjQ,0.623,0.709,1,-9.818,0,0.0636,0.0,0.0967,0.948,122.394,165381,4
44,I Want You Back,The Jackson 5,3b0EOvScbZUc0qJx0E1L2z,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z,0.639,0.548,8,-13.534,1,0.0394,9.68e-05,0.366,0.887,98.359,176333,4
45,Crazy,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,0.855,0.587,8,-4.589,1,0.0336,0.00714,0.105,0.64,111.97,177466,4
46,You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,3no0tiiQldD3LnsxwVtnnk,https://open.spotify.com/track/3no0tiiQldD3LnsxwVtnnk,0.357,0.389,1,-9.702,1,0.0269,0.0,0.099,0.324,94.211,224000,4
47,Hey Jude - Remastered,The Beatles,0eY0YgyLAZ4gtM57wwYN7H,https://open.spotify.com/track/0eY0YgyLAZ4gtM57wwYN7H,0.394,0.566,10,-9.435,1,0.0261,3.64e-05,0.101,0.631,148.029,429933,4
48,Waterloo Sunset - Stereo,The Kinks,784WsZD4irVO0PA5NCZbTi,https://open.spotify.com/track/784WsZD4irVO0PA5NCZbTi,0.517,0.692,1,-7.273,0,0.0246,0.0,0.172,0.476,107.958,193293,4
49,Take Me Out,Franz Ferdinand,7kw6yVmdZGuRcWGi4adXYT,https://open.spotify.com/track/7kw6yVmdZGuRcWGi4adXYT,0.273,0.665,9,-8.795,1,0.0382,0.000893,0.117,0.514,104.656,239027,4
50,Get Ur Freak On,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,https://open.spotify.com/track/13KEdaWIc7T6ozEmnJjHy1,0.78,0.787,0,-6.653,1,0.209,0.134,0.122,0.668,177.835,237067,4
51,That'll Be the Day,Buddy Holly & The Crickets,0AeYLiUH4QIEp7I8yrXyUo,https://open.spotify.com/track/0AeYLiUH4QIEp7I8yrXyUo,0.654,0.523,9,-8.053,1,0.0349,0.0,0.285,0.851,126.819,136853,4
52,Light My Fire,The Doors,5uvosCdMlFdTXhoazkTI5R,https://open.spotify.com/track/5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,2.16e-05,0.0905,0.44,124.618,429760,4
53,I Feel Love,Donna Summer,2WzEWQN3dI5rQSYH1y4FLM,https://open.spotify.com/track/2WzEWQN3dI5rQSYH1y4FLM,0.639,0.659,5,-16.098,0,0.0491,0.633,0.116,0.92,126.436,201735,4
54,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0WQiDwKJclirSYG9v5tayI,https://open.spotify.com/track/0WQiDwKJclirSYG9v5tayI,0.523,0.769,4,-5.855,1,0.0269,0.0,0.136,0.876,136.162,244587,4
55,Space Oddity - 2009 Remastered Version,David Bowie,3sb66av9ZpdI1JmPDHVa18,https://open.spotify.com/track/3sb66av9ZpdI1JmPDHVa18,0.337,0.365,0,-15.091,1,0.0318,3.84e-05,0.202,0.497,136.264,317027,4
56,Stand by Me,Ben E. King,7jmHyHMEqm9MJWiMAneF05,https://open.spotify.com/track/7jmHyHMEqm9MJWiMAneF05,0.632,0.232,9,-12.326,1,0.0318,4.95e-06,0.215,0.673,119.136,175493,4
57,Mr. Tambourine Man,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,https://open.spotify.com/track/2HCaIYjkvWSZzaSKUoOh3d,0.456,0.47,2,-9.564,1,0.0294,3.76e-05,0.444,0.639,120.336,149467,4
58,Bitter Sweet Symphony,The Verve,5yEPxDjbbzUzyauGtnmVEC,https://open.spotify.com/track/5yEPxDjbbzUzyauGtnmVEC,0.389,0.889,9,-6.546,1,0.0442,0.0,0.463,0.524,171.121,358427,4
59,(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,7oDq6PidL34An1VqTQUd5o,https://open.spotify.com/track/7oDq6PidL34An1VqTQUd5o,0.77,0.812,9,-9.013,1,0.145,2.34e-06,0.122,0.897,90.984,129400,4
60,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,5kmbjtL6Q6zkATdc02JJHv,https://open.spotify.com/track/5kmbjtL6Q6zkATdc02JJHv,0.404,0.903,1,-3.88,1,0.0668,0.297,0.287,0.498,115.672,423840,4
61,River Deep - Mountain High,Ike & Tina Turner,4psjgB5e5HIuUeSVbEUY64,https://open.spotify.com/track/4psjgB5e5HIuUeSVbEUY64,0.324,0.641,3,-11.12,1,0.0451,8.47e-05,0.109,0.308,83.901,219133,4
62,Unfinished Sympathy - 2006 Digital Remaster,Massive Attack,7cFfFVVubc4K5qB0jGyguY,https://open.spotify.com/track/7cFfFVVubc4K5qB0jGyguY,0.592,0.891,7,-5.637,1,0.0316,0.141,0.394,0.717,114.348,312293,4
63,Loser,Beck,4b8GTae6rqb9oPiRzVa3Gy,https://open.spotify.com/track/4b8GTae6rqb9oPiRzVa3Gy,0.595,0.617,6,-10.455,0,0.117,0.000135,0.383,0.823,85.387,234960,4
64,Fight The Power,Public Enemy,26zWdOUpB6P9E9OtQQc0qp,https://open.spotify.com/track/26zWdOUpB6P9E9OtQQc0qp,0.798,0.586,2,-13.001,1,0.255,2.34e-06,0.473,0.381,105.979,282640,4
65,Once in a Lifetime - 2005 Remaster,Talking Heads,38Ngied9rBORlAbLYNCl4k,https://open.spotify.com/track/38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.134,0.622,0.871,117.459,259907,4
66,Paranoid Android,Radiohead,0LTZD4vTsp0EN1wXatc9IR,https://open.spotify.com/track/0LTZD4vTsp0EN1wXatc9IR,0.328,0.762,5,-8.651,1,0.0476,0.00876,0.198,0.274,125.75,383507,4
67,Whole Lotta Love - Remaster,Led Zeppelin,49Y7HyMsxQegZqry19Ev9N,https://open.spotify.com/track/49Y7HyMsxQegZqry19Ev9N,0.401,0.893,9,-11.171,1,0.437,0.0391,0.164,0.406,87.979,334555,4
68,Alright,Kendrick Lamar,3iVcZ5G6tvkXZkZKlMpIUs,https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs,0.796,0.766,7,-5.974,1,0.238,0.0,0.0827,0.558,110.034,219333,4
69,House of the Rising Sun,The Animals,3XC7Jd6SfrQYKZJ6inyRHK,https://open.spotify.com/track/3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,9,-9.11,0,0.0308,0.00445,0.0912,0.299,117.363,269907,3
70,Walk on the Wild Side,Lou Reed,0EFEkt29P7Icr7dO4vN6yk,https://open.spotify.com/track/0EFEkt29P7Icr7dO4vN6yk,0.564,0.262,0,-19.746,1,0.105,0.000204,0.0896,0.376,104.5,253960,4
71,Hotel California,Eagles,1yFTRoAbHkziFCd8WP3Fv4,https://open.spotify.com/track/1yFTRoAbHkziFCd8WP3Fv4,0.55,0.593,2,-7.619,1,0.0258,0.00127,0.106,0.543,147.617,390267,4
72,99 Problems,JAY-Z,1l6DvDFssUqMnsFJNFnrRJ,https://open.spotify.com/track/1l6DvDFssUqMnsFJNFnrRJ,0.494,0.887,6,-4.297,0,0.398,0.0,0.103,0.548,89.554,234627,4
73,Dancing On My Own,Robyn,7lItUx11Vl9heRR9H68h2M,https://open.spotify.com/track/7lItUx11Vl9heRR9H68h2M,0.687,0.865,6,-4.663,1,0.0349,0.225,0.0966,0.261,117.015,288670,4
74,Formation,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,https://open.spotify.com/track/6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,-6.857,0,0.237,0.0,0.196,0.818,121.966,206080,4
75,Let's Stay Together,Al Green,00P1T28MyzQJbj3tn9tTUp,https://open.spotify.com/track/00P1T28MyzQJbj3tn9tTUp,0.762,0.244,5,-18.114,1,0.0551,0.0137,0.0663,0.558,101.57,199507,4
76,Jumpin' Jack Flash,The Rolling Stones,5FMlUJ6wd2aN0lkdlRrEtH,https://open.spotify.com/track/5FMlUJ6wd2aN0lkdlRrEtH,0.575,0.909,3,-8.003,1,0.0654,0.238,0.0724,0.693,137.335,222280,4
77,All My Friends,LCD Soundsystem,2Ud3deeqLAG988pfW0Kwcl,https://open.spotify.com/track/2Ud3deeqLAG988pfW0Kwcl,0.701,0.788,2,-5.611,1,0.0425,0.625,0.0977,0.795,142.584,462267,4
78,California Dreamin',The Mamas & The Papas,63rva3TBizr6x1Yp5uwKfD,https://open.spotify.com/track/63rva3TBizr6x1Yp5uwKfD,0.554,0.667,1,-10.226,0,0.0342,0.0,0.0486,0.597,112.749,157960,4
79,Blitzkrieg Bop - 2001 Remaster,Ramones,2hrF1aiAFGa7bWgt2qhyrc,https://open.spotify.com/track/2hrF1aiAFGa7bWgt2qhyrc,0.535,0.784,9,-5.073,1,0.0484,0.171,0.0852,0.962,176.241,132733,4
80,Dancing In The Street,Various Artists,6TPl5DQrkBY2XIqIaFmxqi,https://open.spotify.com/track/6TPl5DQrkBY2XIqIaFmxqi,0.543,0.807,11,-5.973,0,0.0359,0.000858,0.32,0.685,126.157,159920,4
81,Hound Dog,Elvis Presley,0rfZ0RTGqRSCQF1LcOuzEy,https://open.spotify.com/track/0rfZ0RTGqRSCQF1LcOuzEy,0.355,0.722,0,-9.338,1,0.0498,0.00309,0.805,0.946,176.708,136160,4
82,Oblivion,Grimes,2RtNSM8cPCAOZ5bvQbW6y3,https://open.spotify.com/track/2RtNSM8cPCAOZ5bvQbW6y3,0.697,0.529,2,-8.838,1,0.0338,0.901,0.0895,0.486,155.974,251267,4
83,I Want To Hold Your Hand - Remastered,The Beatles,3JueJBdcGQaEAaWqPamsQt,https://open.spotify.com/track/3JueJBdcGQaEAaWqPamsQt,0.492,0.722,7,-6.348,1,0.0395,4.47e-06,0.354,0.926,130.97,146533,4
84,All Along the Watchtower,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,https://open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,5.69e-05,0.0842,0.564,113.253,240800,4
85,Nothing Compares 2 U,Sinéad O'Connor,4j6Hkosuk9xHcowXjtwefs,https://open.spotify.com/track/4j6Hkosuk9xHcowXjtwefs,0.511,0.574,5,-7.016,1,0.0273,2.33e-05,0.105,0.161,119.917,280040,4
86,How Soon Is Now? - 2011 Remaster,The Smiths,1YrnDTqvcnUKxAIeXyaEmU,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,11,-6.76,1,0.0615,0.121,0.0874,0.725,190.818,408173,4
87,Sweet Child O' Mine,Guns N' Roses,5r9AgnhkPQXeKG1w5rauDq,https://open.spotify.com/track/5r9AgnhkPQXeKG1w5rauDq,0.45,0.904,6,-7.736,1,0.046,0.108,0.102,0.689,125.072,356000,4
88,For What It's Worth,Buffalo Springfield,1qRA5BS78u3gME0loMl9AA,https://open.spotify.com/track/1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.0209,0.101,0.822,98.883,153693,4
89,The Weight - Remastered,The Band,0sDqo9UPzPUtu9wEkI3zRB,https://open.spotify.com/track/0sDqo9UPzPUtu9wEkI3zRB,0.63,0.519,9,-10.997,1,0.0528,4.3e-06,0.0974,0.502,143.942,278627,4
90,Runaway,Kanye West,0jOL63hLMeSCHTXPdFkniq,https://open.spotify.com/track/0jOL63hLMeSCHTXPdFkniq,0.383,0.579,1,-3.765,0,0.103,0.00184,0.517,0.103,86.522,547733,4
91,Ghost Town - Extended Version,The Specials,5jSQJ9n4kScujfTwDEtyC2,https://open.spotify.com/track/5jSQJ9n4kScujfTwDEtyC2,0.666,0.654,0,-11.691,0,0.0926,0.702,0.341,0.898,73.687,359173,4
92,Royals,Lorde,2dLLR6qlu5UJ5gk0dKz0h3,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.0,0.132,0.337,84.878,190185,4
93,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,2Foc5Q5nqNiosCNqttzHof,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,1.07e-06,0.101,0.862,116.047,248413,4
94,Suspicious Minds,Elvis Presley,0pQBojXn2OhjSKGdlyknvc,https://open.spotify.com/track/0pQBojXn2OhjSKGdlyknvc,0.477,0.378,7,-11.225,1,0.03,3.49e-06,0.453,0.688,116.393,260973,4
95,Life On Mars? - 1999 Remastered Version,David Bowie,1C9NuEa1wOF15EOBuWaaxS,https://open.spotify.com/track/1C9NuEa1wOF15EOBuWaaxS,0.44,0.591,10,-7.859,1,0.0369,1.03e-05,0.171,0.373,121.398,223413,4
96,Reach Out I'll Be There - Single Version / Mono,Four Tops,2VwRmAIjgmwNPDh4eMK1EH,https://open.spotify.com/track/2VwRmAIjgmwNPDh4eMK1EH,0.619,0.803,3,-3.521,0,0.0317,0.0,0.27,0.73,119.538,179667,4
97,That's All Right Mama,Elvis Presley,38xhKLmi4SqnKMZy4ySBkD,https://open.spotify.com/track/38xhKLmi4SqnKMZy4ySBkD,0.649,0.473,2,-7.875,1,0.0324,4.92e-05,0.176,0.658,105.048,120267,4
98,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,1qvY84PQZYJ6ZLhQ9DEl2R,https://open.spotify.com/track/1qvY84PQZYJ6ZLhQ9DEl2R,0.825,0.812,10,-4.663,0,0.108,4.58e-05,0.267,0.847,108.352,316253,4
99,Wonderwall,Oasis,5bj4hb0QYTs44PDiwbI5CS,https://open.spotify.com/track/5bj4hb0QYTs44PDiwbI5CS,0.413,0.85,2,-5.593,1,0.0362,0.0,0.124,0.481,174.423,258907,4
100,Heroin,The Velvet Underground,2SdDQZ4WupgDZP6eykOHHY,https://open.spotify.com/track/2SdDQZ4WupgDZP6eykOHHY,0.209,0.79,1,-10.12,1,0.0956,0.798,0.0999,0.251,145.233,433573,4
101,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,3LUHtV6F7IHAOognkvcEKv,https://open.spotify.com/track/3LUHtV6F7IHAOognkvcEKv,0.35,0.573,0,-11.34,1,0.0317,2.03e-05,0.171,0.562,163.654,173867,4
102,Thunder Road,Bruce Springsteen,556BL7XJ7PFXX8r3ozKYVa,https://open.spotify.com/track/556BL7XJ7PFXX8r3ozKYVa,0.374,0.606,5,-10.836,1,0.0347,1.23e-06,0.25,0.649,140.267,287360,4
103,One,U2,3PY7bg1gPZIurkWnRguKUF,https://open.spotify.com/track/3PY7bg1gPZIurkWnRguKUF,0.544,0.542,0,-8.624,1,0.0294,0.00197,0.114,0.339,90.472,276187,4
104,I'm Waiting For The Man - Album Version (Stereo),The Velvet Underground,0zggnUZPh8kg69Jm7w7zZs,https://open.spotify.com/track/0zggnUZPh8kg69Jm7w7zZs,0.68,0.632,7,-9.642,1,0.0469,0.868,0.146,0.863,125.894,279520,4
105,The Tracks Of My Tears - Single Version / Mono,Stevie Wonder,03uYIIUyvxk5kiCSltOTcZ,https://open.spotify.com/track/03uYIIUyvxk5kiCSltOTcZ,0.521,0.386,7,-7.72,1,0.0292,0.0,0.33,0.709,95.793,177733,4
106,Yesterday - Remastered,The Beatles,1e0hllQ23AG0QGFgezgLOq,https://open.spotify.com/track/1e0hllQ23AG0QGFgezgLOq,0.332,0.179,5,-11.83,1,0.0326,0.0,0.0886,0.315,96.529,125667,4
107,Dancing Queen,ABBA,01iyCAUm8EvOFqVWYJ3dVX,https://open.spotify.com/track/01iyCAUm8EvOFqVWYJ3dVX,0.543,0.87,9,-6.514,1,0.0428,0.000939,0.792,0.754,100.804,230400,4
108,Summertime Blues,Eddie Cochran,2wwRSaZgshcHSvGzWryUIi,https://open.spotify.com/track/2wwRSaZgshcHSvGzWryUIi,0.721,0.82,11,-10.32,0,0.0448,0.000326,0.198,0.966,155.968,120000,4
109,This Charming Man - 2011 Remaster,The Smiths,1FvDJ9KGxcqwv1utyPL3JZ,https://open.spotify.com/track/1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.0,0.0784,0.751,103.912,162920,4
110,Blue Suede Shoes,Various Artists,1EJovYCU4hrSNlnExSqGnK,https://open.spotify.com/track/1EJovYCU4hrSNlnExSqGnK,0.516,0.665,2,-8.206,1,0.034,0.000986,0.191,0.965,168.795,137053,4
111,Good Times,CHIC,0G3fbPbE1vGeABDEZF0jeG,https://open.spotify.com/track/0G3fbPbE1vGeABDEZF0jeG,0.87,0.657,2,-7.32,1,0.0522,0.0102,0.053,0.893,110.596,495400,4
112,Pyramids,Frank Ocean,0rbK15g3UsDTVy1EuwgKYz,https://open.spotify.com/track/0rbK15g3UsDTVy1EuwgKYz,0.4,0.65,5,-6.104,0,0.0466,7.62e-05,0.791,0.15,107.989,592920,4
113,My Girl - Single Version/Mono,Various Artists,4jfmXzc1eCFIVvIVAkH4Fo,https://open.spotify.com/track/4jfmXzc1eCFIVvIVAkH4Fo,0.571,0.593,0,-4.75,1,0.0453,0.0,0.257,0.572,105.014,175813,4
